Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2009,,,,,,,,,,,,,-7.19,,0.66
12M 2010,65.23,0.41,45.22,20.42,5.6,10.38,897.06,1972.78,0.54,0.89,0.45,0.77,-4.35,-4.35,0.55
12M 2011,67.72,6.72,49.0,25.44,5.39,4.89,54.32,29.46,0.54,0.48,0.45,0.39,-6.18,-6.18,0.68
12M 2012,70.16,12.87,50.51,32.52,5.2,5.08,28.36,22.72,0.55,0.5,0.45,0.42,-16.45,-16.45,0.86
12M 2013,62.2,14.15,37.04,39.31,5.87,5.5,25.8,22.06,0.61,0.57,0.48,0.44,3.51,3.51,2.16
12M 2014,86.34,19.2,25.53,80.01,4.23,4.14,19.01,16.74,0.52,0.54,0.39,0.39,2.4,2.4,2.45
12M 2015,130.55,24.21,20.34,134.42,2.8,2.52,15.07,13.28,0.38,0.36,0.28,0.27,2.05,2.05,2.09
12M 2016,133.83,20.54,30.91,123.46,2.73,3.31,17.77,20.23,0.3,0.32,0.23,0.24,4.92,4.92,1.31
12M 2017,83.47,13.01,36.32,60.16,4.37,4.54,28.05,24.26,0.35,0.36,0.27,0.28,1.54,1.54,6.01
12M 2018,75.86,10.09,37.16,48.79,4.81,4.15,36.17,36.0,0.42,0.4,0.32,0.3,1.56,1.56,4.3
12M 2019,70.57,13.26,41.48,42.35,5.17,5.26,27.53,25.11,0.46,0.49,0.34,0.35,1.87,1.87,3.71
12M 2020,78.22,17.52,42.91,52.83,4.67,4.48,20.83,18.35,0.38,0.38,0.28,0.27,2.01,2.01,2.11
12M 2021,56.44,18.26,35.4,39.3,6.47,7.4,19.99,18.05,0.54,0.56,0.4,0.41,1.91,1.91,7.42
12M 2022,36.06,16.99,26.31,26.74,10.12,10.86,21.48,22.34,0.82,0.83,0.45,0.41,0.88,0.88,7.06
12M 2023,48.06,20.01,33.28,34.79,7.59,7.34,18.24,22.08,0.76,0.83,0.27,0.27,0.42,0.42,12.98
12M 2024,62.49,18.44,27.87,53.06,5.84,6.18,19.8,22.7,0.75,0.8,0.21,0.21,0.38,0.38,12.44
