Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2011,,,,,,,,,,,,,-2.64,,0.32
12M 2012,31.45,,20.02,,11.61,21.15,,,0.61,0.97,0.5,0.75,20.37,20.37,1.1
12M 2013,32.4,,19.77,,11.26,9.5,,,0.57,0.53,0.48,0.47,-4.87,-4.87,0.49
12M 2014,37.85,,21.31,,9.64,8.32,,,0.56,0.54,0.49,0.46,-3.54,-3.54,0.4
12M 2015,39.13,,18.82,,9.33,8.33,,,0.59,0.56,0.52,0.49,-3.87,-3.87,0.42
12M 2016,41.96,,13.66,,8.7,7.94,,,0.61,0.61,0.53,0.52,-5.16,-5.16,0.49
12M 2017,43.27,,10.42,,8.44,7.95,,,0.63,0.62,0.53,0.52,-3.68,-3.68,0.43
12M 2018,41.53,,10.06,,8.79,8.66,,,0.6,0.58,0.51,0.48,-3.04,-3.04,0.47
12M 2019,39.38,,12.1,,9.27,8.21,,,0.64,0.61,0.52,0.49,-3.96,-3.96,0.53
12M 2020,37.52,,12.88,,9.73,9.42,,,0.76,0.78,0.61,0.61,-3.75,-3.75,0.44
12M 2021,23.99,,8.95,,15.22,13.34,,,1.2,1.19,0.91,0.85,-42.07,-42.07,0.9
12M 2022,19.77,,7.59,,18.46,14.08,,,1.24,1.18,0.88,0.8,-23.76,-23.76,0.86
12M 2023,25.32,,8.61,,14.41,13.26,,,0.86,0.86,0.61,0.61,-22.51,-22.51,0.88
12M 2024,27.61,,5.32,,13.22,11.73,,,0.94,0.95,0.66,0.65,-17.68,-17.68,0.84
