Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,0.76,0.72,2.85,4.04,2.29,0.57,2.65,0.7,3.04
12M 2010,1.03,0.99,2.92,4.14,0.0,0.0,2.8,0.7,3.14
12M 2011,0.28,0.26,-3.88,-3.56,-0.0,0.0,-3.84,1.09,-4.43
12M 2012,0.92,0.87,-1.48,-0.88,-0.0,0.0,-1.47,1.68,-1.82
12M 2013,0.51,0.44,-1.36,-0.72,-0.0,0.0,-1.34,1.9,-1.72
12M 2014,0.38,0.35,-1.3,-0.59,-0.0,0.0,-1.28,2.22,-1.59
12M 2015,0.99,0.98,0.85,2.75,0.0,0.0,0.57,0.31,1.75
12M 2016,1.12,1.08,0.68,2.35,0.0,0.0,0.55,0.29,1.24
12M 2017,0.72,0.66,0.93,2.68,0.0,0.0,0.78,0.35,1.68
12M 2018,0.62,0.57,0.83,2.46,0.0,0.0,0.72,0.34,1.46
12M 2019,0.55,0.51,0.57,2.2,0.0,0.0,0.55,0.26,1.2
12M 2020,0.51,0.47,0.61,2.37,0.0,0.0,0.57,0.26,1.37
12M 2021,1.33,1.26,0.49,2.19,0.0,0.0,0.36,0.22,1.19
12M 2022,0.98,0.67,0.36,1.94,0.0,0.0,0.31,0.19,0.94
12M 2023,2.52,2.38,0.24,1.61,0.0,0.0,0.06,0.15,0.61
12M 2024,0.92,0.85,0.21,2.32,0.0,0.0,0.08,0.09,1.32
