Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2009,,,,,,,,,,,,,,,0.76
12M 2010,82.26,10.58,32.68,60.16,4.44,,34.51,,0.3,,0.24,,54.66,,1.03
12M 2011,77.75,10.11,42.5,45.36,4.69,12.58,36.1,62.64,0.33,0.93,0.26,0.69,-0.7,-0.7,0.28
12M 2012,59.4,14.23,74.59,-0.96,6.14,15.42,25.65,61.19,0.46,1.17,0.33,0.82,-20.32,-20.32,0.92
12M 2013,35.66,13.57,77.56,-28.33,10.24,9.98,26.91,24.7,0.52,0.49,0.39,0.36,-5.07,-5.07,0.51
12M 2014,20.32,11.32,54.31,-22.67,17.97,17.14,32.26,34.34,0.52,0.53,0.43,0.44,-3.1,-3.1,0.38
12M 2015,13.61,6.08,37.07,-17.38,26.82,19.95,59.99,65.25,0.88,0.78,0.68,0.61,-1092.42,-1092.42,0.99
12M 2016,40.02,9.68,193.16,-143.46,9.12,7.19,37.72,33.19,0.64,0.6,0.2,0.2,10.33,10.33,1.12
12M 2017,26.27,11.64,99.38,-61.47,13.9,12.13,31.35,27.67,0.8,0.76,0.28,0.28,-6.09,-6.09,0.72
12M 2018,28.01,12.5,91.2,-50.69,13.03,12.26,29.19,27.77,0.91,0.91,0.34,0.33,-4.98,-4.98,0.62
12M 2019,37.78,10.25,94.93,-46.9,9.66,12.28,35.6,26.6,0.86,0.91,0.29,0.29,-4.69,-4.69,0.55
12M 2020,42.67,10.19,110.54,-57.68,8.55,8.89,35.81,31.96,0.96,0.97,0.29,0.27,-3.04,-3.04,0.51
12M 2021,39.11,14.4,96.5,-42.99,9.33,11.67,25.35,21.59,1.17,1.28,0.29,0.28,5.65,5.65,1.33
12M 2022,37.25,49.11,97.03,-10.67,9.8,10.81,7.43,7.02,1.39,1.32,0.32,0.3,-91.37,-91.37,0.98
12M 2023,25.45,35.02,65.18,-4.71,14.34,16.13,10.42,25.78,1.77,1.98,0.45,0.43,3.22,3.22,2.52
12M 2024,22.32,16.55,52.44,-13.57,16.35,14.46,22.06,21.27,1.43,1.32,0.33,0.33,-24.55,-24.55,0.92
