Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2009,0.66,0.57,1.79,4.61,0.0,0.0,1.25,0.39,3.6
12M 2010,0.74,0.63,1.3,3.95,0.0,0.0,0.96,0.33,2.95
12M 2011,1.16,1.03,0.55,2.39,0.0,0.0,0.05,0.23,1.39
12M 2012,0.84,0.73,0.55,2.26,0.0,0.0,0.26,0.24,1.26
12M 2013,0.83,0.74,0.8,2.65,0.0,0.0,0.38,0.3,1.65
12M 2014,0.66,0.59,1.29,3.43,0.0,0.0,0.81,0.38,2.42
12M 2015,0.84,0.77,1.45,3.55,0.0,0.0,0.89,0.41,2.53
12M 2016,0.75,0.68,1.71,3.76,0.0,0.0,1.12,0.45,2.75
12M 2017,0.51,0.45,1.92,4.21,0.0,0.0,1.57,0.46,3.16
12M 2018,0.55,0.48,1.99,5.06,0.0,0.0,1.69,0.39,4.01
12M 2019,0.35,0.3,2.42,6.41,0.0,0.0,1.99,0.38,5.37
12M 2020,0.12,0.1,-3.96,-5.62,-0.0,0.0,-3.85,0.7,-6.63
12M 2021,0.05,0.04,-1.26,-1.18,-0.0,0.0,-1.25,1.06,-2.19
12M 2022,0.48,0.44,-2.65,-4.16,-0.0,0.0,-2.3,0.64,-5.19
12M 2023,0.56,0.46,-3.12,-5.39,-0.0,0.0,-2.89,0.58,-6.42
12M 2024,0.47,0.4,-2.87,-5.02,-0.0,0.0,-2.7,0.57,-6.04
