Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,80 B,(213 B),(133 B),-35.43
12M 2009,239 B,(101 B),138 B,36.74
12M 2010,157 B,(147 B),11 B,2.80
12M 2011,74 B,(185 B),(111 B),-29.36
12M 2012,2 B,(183 B),(182 B),-44.36
12M 2013,222 B,(244 B),(22 B),-5.36
12M 2014,68 B,(314 B),(246 B),-59.94
12M 2015,97 B,(199 B),(102 B),-22.67
12M 2016,288 B,(119 B),169 B,37.51
12M 2017,69 B,(120 B),(51 B),-11.32
12M 2018,26 B,(150 B),(124 B),-27.49
12M 2019,271 B,(67 B),204 B,45.28
12M 2020,194 B,(66 B),127 B,28.34
12M 2021,234 B,(97 B),137 B,30.46
12M 2022,31 B,(110 B),(79 B),-17.46
12M 2023,191 B,(99 B),92 B,20.40
12M 2024,(258 B),(119 B),(377 B),-83.80
