Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,2.72 B,-2.87,-134.15,20.65,,-1.82%,-2.91%,8.16%,4.46
12M 2014,2.72 B,0.93,482.80,27.46,,0.55%,0.93%,4.16%,0.90
12M 2015,2.72 B,30.22,26.47,9.11,,14.08%,23.26%,45.58%,12.94
12M 2016,2.72 B,92.16,5.43,3.38,,32.50%,41.46%,53.16%,28.91
12M 2017,2.72 B,3.25,158.46,39.74,,1.10%,1.44%,1.66%,6.06
12M 2018,2.72 B,2.17,322.58,44.06,18.20 B,0.63%,0.95%,2.33%,1.52
12M 2019,2.72 B,1.00,470.00,15.18,22.61 B,0.30%,0.43%,2.78%,1.22
12M 2020,2.72 B,-0.54,-1240.74,35.52,13.69 B,-0.17%,-0.24%,1.71%,0.81
12M 2021,2.72 B,3.15,120.63,19.61,21.74 B,0.98%,1.35%,2.95%,1.32
12M 2022,2.72 B,6.36,40.25,13.30,21.25 B,2.30%,2.65%,3.11%,5.09
12M 2023,6.40 B,2.71,118.08,48.10,18.62 B,2.22%,2.59%,2.61%,114.15
12M 2024,6.40 B,1.62,336.42,98.76,11.38 B,1.33%,1.53%,1.58%,130.29
