Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.17,0.96,0.29,1.6,0.0,0.0,0.28,0.18,0.55
12M 2014,1.33,0.75,0.44,1.69,0.0,0.0,0.43,0.26,0.64
12M 2015,3.07,2.14,0.27,1.65,0.0,0.0,0.25,0.16,0.39
12M 2016,3.94,2.54,0.08,1.28,0.0,0.0,0.07,0.06,0.16
12M 2017,3.55,1.29,0.1,1.31,0.0,0.0,0.1,0.08,0.19
12M 2018,3.24,1.47,0.32,1.51,0.0,0.0,0.25,0.21,0.43
12M 2019,2.9,0.97,0.26,1.42,0.0,0.0,0.19,0.18,0.42
12M 2020,3.27,0.72,0.26,1.39,0.0,0.0,0.25,0.18,0.39
12M 2021,1.28,0.27,0.07,1.37,0.0,0.0,0.06,0.05,0.37
12M 2022,2.85,0.67,0.07,1.16,0.0,0.0,0.07,0.06,0.15
12M 2023,2.06,0.49,0.1,1.17,0.0,0.0,0.1,0.09,0.17
12M 2024,2.1,0.51,0.11,1.14,0.0,0.0,0.1,0.09,0.14
