Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,0.15 B,880.21,0.00,0.00,,0.00%,0.00%,0.00%,4.77
12M 2012,2.10 B,36.77,20.67,1.43,,0.00%,0.00%,-640817397.33%,4.59
12M 2013,2.10 B,62.93,10.65,0.89,,10.75%,16.93%,43.95%,12.56
12M 2014,2.10 B,53.41,11.70,0.79,,8.41%,13.14%,18.94%,8.04
12M 2015,2.10 B,62.34,6.90,0.49,,9.75%,13.89%,21.19%,10.73
12M 2016,2.10 B,50.56,8.70,0.55,,7.84%,10.72%,13.04%,10.96
12M 2017,2.10 B,19.31,15.02,0.41,,3.31%,4.15%,4.16%,7.14
12M 2018,2.10 B,24.33,5.80,0.21,108.15 B,4.07%,5.09%,4.81%,43.80
12M 2019,2.10 B,12.99,12.93,0.25,90.11 B,2.10%,2.64%,2.55%,4.85
12M 2020,2.10 B,82.03,6.58,0.57,269.02 B,10.67%,14.54%,17.04%,50.23
12M 2021,2.10 B,84.13,5.09,0.33,262.83 B,9.34%,13.42%,15.42%,96.41
12M 2022,2.10 B,118.74,5.31,0.36,360.29 B,11.50%,16.63%,21.42%,273.81
12M 2023,2.10 B,235.40,7.54,0.76,666.12 B,19.19%,26.79%,36.58%,670.92
12M 2024,2.10 B,142.24,4.92,0.31,430.98 B,9.87%,15.60%,19.44%,36.43
