Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2011,,,,,,,,,,,,,,,0.0
12M 2012,,,,,,,,,,,,,-31085061.83,-31085061.83,0.0
12M 2013,6.59,113.09,20.95,98.73,55.36,29.9,3.23,1.79,14.52,7.55,2.58,1.34,2.72,2.72,2.43
12M 2014,14.22,224.16,47.12,191.26,25.67,23.79,1.63,1.65,6.29,5.72,1.3,1.28,2.97,2.97,2.27
12M 2015,13.34,216.21,28.56,200.99,27.37,31.01,1.69,1.86,5.73,5.67,1.37,1.39,2.84,2.84,2.89
12M 2016,13.57,238.97,10.49,242.05,26.89,28.44,1.53,1.56,5.09,5.14,1.25,1.28,2.4,2.4,3.39
12M 2017,14.86,252.94,13.81,253.99,24.56,27.52,1.44,1.57,4.59,4.67,1.14,1.19,2.11,2.11,5.36
12M 2018,15.35,250.08,22.49,242.94,23.78,22.24,1.46,1.53,4.44,4.34,1.13,1.11,1.9,1.9,5.92
12M 2019,16.56,228.68,31.7,213.54,22.04,23.94,1.6,1.72,4.29,4.21,1.09,1.07,1.76,1.76,6.02
12M 2020,15.11,162.87,43.5,134.48,24.16,23.39,2.24,2.12,6.35,6.69,1.37,1.26,2.13,2.13,3.66
12M 2021,13.29,133.41,60.81,85.89,27.47,31.03,2.74,2.61,9.47,9.75,1.56,1.51,2.61,2.61,2.93
12M 2022,11.0,110.85,59.01,62.84,33.19,31.25,3.29,3.41,13.75,14.34,1.82,1.71,3.05,3.05,2.84
12M 2023,9.83,128.77,50.19,88.41,37.12,26.83,2.83,2.6,18.22,17.69,2.05,1.8,3.26,3.26,3.08
12M 2024,10.23,166.17,49.53,126.87,35.68,35.09,2.2,2.26,13.61,12.09,1.7,1.63,3.26,3.26,2.44
