Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2013,2.43,0.74,0.27,1.57,0.0,0.0,0.06,0.17,0.57
12M 2014,2.27,0.56,0.28,1.56,0.0,0.0,0.19,0.18,0.56
12M 2015,2.89,0.66,0.3,1.42,0.0,0.0,0.2,0.21,0.42
12M 2016,3.39,0.74,0.22,1.37,0.0,0.0,0.15,0.16,0.37
12M 2017,5.36,1.2,0.08,1.25,0.0,0.0,0.02,0.06,0.25
12M 2018,5.92,1.57,0.02,1.25,0.0,0.0,-0.07,0.02,0.25
12M 2019,6.02,2.51,0.06,1.26,0.0,0.0,-0.2,0.04,0.26
12M 2020,3.66,1.76,0.02,1.36,0.0,0.0,-0.34,0.02,0.36
12M 2021,2.93,1.36,0.01,1.44,0.0,0.0,-0.39,0.01,0.44
12M 2022,2.84,1.45,0.01,1.45,0.0,0.0,-0.47,0.0,0.45
12M 2023,3.08,0.84,0.02,1.4,0.0,0.0,-0.13,0.01,0.39
12M 2024,2.44,0.72,0.22,1.58,0.0,0.0,0.01,0.14,0.58
