Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,1.71,1.43,3.73,6.8,0.0,0.0,3.01,0.55,5.75
12M 2013,3.07,2.75,0.12,1.61,0.0,0.0,-0.2,0.07,0.6
12M 2014,1.76,1.54,0.1,1.73,0.0,0.0,-0.07,0.06,0.72
12M 2015,1.52,1.3,0.08,1.71,0.0,0.0,-0.01,0.05,0.71
12M 2016,2.63,2.38,0.08,1.35,0.0,0.0,-0.16,0.06,0.35
12M 2017,2.49,2.26,0.04,1.21,0.0,0.0,-0.11,0.04,0.2
12M 2018,1.8,1.61,0.03,1.22,0.0,0.0,-0.01,0.02,0.22
12M 2019,1.35,1.19,0.04,1.3,0.0,0.0,-0.01,0.03,0.3
12M 2020,1.44,1.29,0.1,1.41,0.0,0.0,-0.05,0.07,0.4
12M 2021,1.59,1.45,0.08,1.44,0.0,0.0,-0.22,0.05,0.43
12M 2022,1.23,1.14,0.07,1.39,0.0,0.0,-0.08,0.05,0.38
12M 2023,1.2,1.12,0.08,1.39,0.0,0.0,-0.07,0.06,0.37
12M 2024,0.85,0.81,0.19,1.66,0.0,0.0,-0.05,0.12,0.64
