Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2012,,,,,,,,,,,,,9.46,,1.71
12M 2013,33.38,16.83,31.6,18.61,10.94,9.55,21.68,21.05,2.21,1.93,1.2,0.95,4.09,4.09,3.07
12M 2014,36.24,15.33,27.25,24.32,10.07,8.94,23.81,23.53,2.23,2.13,1.23,1.17,9.21,9.21,1.76
12M 2015,42.62,15.15,27.52,30.25,8.56,7.5,24.1,22.47,2.64,2.64,1.42,1.38,12.7,12.7,1.52
12M 2016,47.71,15.96,28.47,35.2,7.65,6.69,22.87,22.34,3.18,3.12,1.44,1.37,4.38,4.38,2.63
12M 2017,53.06,16.34,29.88,39.52,6.88,6.59,22.33,22.59,2.7,2.47,0.99,0.97,4.5,4.5,2.49
12M 2018,65.27,17.49,32.05,50.71,5.59,5.22,20.87,21.3,1.78,1.49,0.78,0.77,7.58,7.58,1.8
12M 2019,61.03,15.21,25.32,50.92,5.98,5.48,23.99,23.35,1.7,1.66,0.91,0.89,14.78,14.78,1.35
12M 2020,57.41,18.07,25.32,50.16,6.36,7.33,20.2,18.78,1.57,1.34,0.88,0.83,9.61,9.61,1.44
12M 2021,43.92,17.82,25.3,36.44,8.31,6.53,20.48,19.56,1.98,2.04,1.06,1.03,7.15,7.15,1.59
12M 2022,44.84,15.37,27.78,32.43,8.14,7.83,23.75,29.83,1.83,1.71,1.0,1.0,18.7,18.7,1.23
12M 2023,42.87,10.99,26.16,27.7,8.51,7.38,33.22,34.6,1.78,1.68,1.08,1.03,22.46,22.46,1.2
12M 2024,48.33,10.08,31.0,27.41,7.55,6.81,36.19,40.09,1.58,1.51,0.97,0.94,-15.89,-15.89,0.85
