Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2012,2.00 B,1.40,0.00,0.00,,0.23%,1.09%,0.43%,
12M 2013,4.15 B,3.53,167.14,15.83,,0.38%,1.45%,0.94%,
12M 2014,4.31 B,3.61,210.53,8.59,,0.27%,1.33%,0.44%,
12M 2015,4.31 B,4.22,107.11,3.93,,0.27%,1.53%,0.44%,
12M 2016,4.44 B,6.83,111.27,6.02,,0.34%,2.28%,0.55%,
12M 2017,4.44 B,7.88,121.83,6.87,,0.32%,2.51%,0.50%,
12M 2018,4.44 B,10.08,99.21,5.94,113.76 B,0.38%,3.16%,0.75%,
12M 2019,4.44 B,10.32,86.24,4.81,95.30 B,0.35%,3.13%,0.52%,
12M 2020,4.44 B,12.08,68.29,4.62,106.47 B,0.39%,3.53%,0.49%,
12M 2021,4.44 B,14.46,49.10,3.29,165.34 B,0.31%,3.64%,0.72%,
12M 2022,4.60 B,22.56,24.38,2.18,212.91 B,0.47%,5.55%,0.75%,
12M 2023,7.48 B,18.93,39.09,3.69,291.11 B,0.53%,4.24%,0.92%,
12M 2024,7.48 B,43.99,13.07,2.03,605.13 B,0.99%,9.02%,1.79%,
