Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,128.11,0.00,128.11,,,,,
12M 2013,2.43,243.24,2.43,243.24,,,,,
12M 2014,2.80,271.24,2.80,271.24,,,,,
12M 2015,1.64,275.94,1.64,274.84,,,,,
12M 2016,2.53,300.09,2.54,298.86,,,,,
12M 2017,3.06,313.65,3.09,311.12,,,,,
12M 2018,3.14,318.70,3.19,313.70,,,,,
12M 2019,2.70,329.98,2.76,322.97,,,,,
12M 2020,2.41,342.47,2.48,332.00,,,,,
12M 2021,1.79,397.64,1.88,378.54,,,,,
12M 2022,1.35,406.89,1.42,386.11,,,,,
12M 2023,1.66,445.95,1.72,429.01,,,,,
12M 2024,1.18,487.91,1.22,471.57,,,,,
