Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,0.68 B,40.67,21.51,0.29,,0.96%,2.50%,9.71%,1.98
12M 2016,0.68 B,77.06,11.68,0.30,,2.00%,4.68%,7.13%,2.27
12M 2017,0.68 B,19.62,36.95,0.24,,0.49%,1.18%,5.10%,1.50
12M 2018,0.68 B,94.47,7.94,0.21,261.55 B,2.09%,5.21%,8.71%,2.35
12M 2019,0.68 B,79.95,4.63,0.11,251.80 B,1.96%,4.37%,8.19%,2.10
12M 2020,0.61 B,107.82,5.15,0.15,207.27 B,2.50%,5.02%,5.65%,1.67
12M 2021,0.61 B,241.46,4.68,0.26,379.05 B,4.43%,10.05%,13.46%,6.05
12M 2022,0.61 B,319.38,3.82,0.24,455.97 B,5.45%,11.20%,13.94%,6.00
12M 2023,0.61 B,-48.42,-15.28,0.17,171.66 B,-0.88%,-1.79%,1.21%,0.41
12M 2024,0.61 B,17.35,35.45,0.12,263.38 B,0.32%,0.61%,4.82%,1.44
