Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2015,1.03,0.68,1.1,2.6,0.0,0.0,1.07,0.42,1.6
12M 2016,1.13,0.78,0.88,2.34,0.0,0.0,0.79,0.38,1.34
12M 2017,1.04,0.67,0.82,2.44,0.0,0.0,0.78,0.34,1.44
12M 2018,1.02,0.64,0.89,2.49,0.0,0.0,0.86,0.36,1.49
12M 2019,1.08,0.67,0.71,2.23,0.0,0.0,0.65,0.32,1.23
12M 2020,1.03,0.65,0.6,2.01,0.0,0.0,0.55,0.3,1.01
12M 2021,1.12,0.61,0.75,2.27,0.0,0.0,0.74,0.33,1.27
12M 2022,1.24,0.68,0.59,2.06,0.0,0.0,0.56,0.29,1.06
12M 2023,1.17,0.82,0.68,2.03,0.0,0.0,0.65,0.34,1.03
12M 2024,1.19,0.83,0.62,1.93,0.0,0.0,0.59,0.32,0.93
