Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2007,0.95,0.31,0.34,1.81,0.0,0.0,0.31,0.19,0.8
12M 2008,0.94,0.2,0.41,1.87,0.0,0.0,0.36,0.22,0.86
12M 2009,1.04,0.2,0.4,1.85,0.0,0.0,0.36,0.21,0.83
12M 2010,2.81,1.37,0.1,1.29,0.0,0.0,0.08,0.08,0.27
12M 2011,1.53,0.61,0.3,1.53,0.0,0.0,0.28,0.2,0.51
12M 2012,1.29,0.46,0.29,1.57,0.0,0.0,0.23,0.18,0.55
12M 2013,0.79,0.48,0.28,1.87,0.0,0.0,0.15,0.15,0.85
12M 2014,1.37,0.47,0.39,2.05,0.0,0.0,0.27,0.19,1.03
12M 2015,0.89,0.28,0.67,2.2,0.0,0.0,0.59,0.31,1.18
12M 2016,0.92,0.29,0.77,2.38,0.0,0.0,0.67,0.32,1.36
12M 2017,0.88,0.3,0.68,2.33,0.0,0.0,0.55,0.29,1.21
12M 2018,1.01,0.42,0.83,2.43,0.0,0.0,0.64,0.34,1.32
12M 2019,1.18,0.61,0.77,2.39,0.0,0.0,0.55,0.32,1.22
12M 2020,1.05,0.49,0.97,3.02,0.0,0.0,0.69,0.32,1.86
12M 2021,1.03,0.42,0.93,3.15,0.0,0.0,0.59,0.29,2.0
12M 2022,1.04,0.38,0.96,3.18,0.0,0.0,0.74,0.3,1.97
12M 2023,1.14,0.41,0.87,2.75,0.0,0.0,0.69,0.32,1.52
12M 2024,1.08,0.39,0.67,2.46,0.0,0.0,0.54,0.27,1.25
