Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2007,3.11 B,8.28,96.86,7.64,,1.28%,2.31%,4.93%,1.38
12M 2008,3.11 B,6.23,55.54,3.24,,0.92%,1.72%,3.07%,1.31
12M 2009,3.11 B,12.48,44.23,4.44,,1.81%,3.36%,4.63%,1.30
12M 2010,10.37 B,35.74,11.89,5.23,,8.05%,10.35%,10.05%,7.93
12M 2011,10.37 B,13.51,18.87,2.81,,2.46%,3.77%,4.84%,3.88
12M 2012,10.37 B,17.49,19.15,2.75,,2.98%,4.68%,7.52%,3.71
12M 2013,10.37 B,31.23,10.09,2.16,,4.30%,8.06%,8.05%,4.88
12M 2014,10.37 B,41.40,15.70,3.67,,4.77%,9.78%,9.18%,6.06
12M 2015,10.37 B,38.73,12.63,2.30,,3.90%,8.58%,6.44%,5.10
12M 2016,10.37 B,28.83,17.34,2.28,,2.52%,6.00%,5.20%,2.33
12M 2017,10.37 B,28.70,12.20,1.65,,2.27%,5.29%,3.93%,1.43
12M 2018,10.37 B,19.65,15.67,1.25,439.82 B,1.43%,3.49%,3.54%,1.13
12M 2019,10.37 B,24.26,10.72,0.98,626.12 B,1.70%,4.06%,4.95%,1.22
12M 2020,10.37 B,7.41,29.69,0.79,808.88 B,0.49%,1.48%,6.12%,1.67
12M 2021,10.37 B,1.18,132.20,0.62,700.84 B,0.07%,0.23%,5.47%,1.45
12M 2022,10.37 B,-9.54,-17.92,0.56,995.31 B,-0.60%,-1.92%,8.73%,2.15
12M 2023,10.37 B,16.80,11.79,0.53,"1,287.59 B",1.19%,3.28%,11.32%,2.99
12M 2024,10.37 B,16.86,9.61,0.66,502.85 B,1.28%,3.14%,3.63%,1.04
