Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2007,,,,,,,,,,,,,-9.41,,0.95
12M 2008,92.43,915.44,85.02,922.85,3.95,3.66,0.4,0.3,2.85,2.91,0.16,0.16,-6.53,-6.53,0.94
12M 2009,68.47,1023.34,75.27,1016.54,5.33,5.05,0.36,0.35,2.9,2.9,0.18,0.18,11.58,11.58,1.04
12M 2010,107.76,767.27,36.93,838.1,3.39,2.03,0.48,0.49,5.87,2.22,0.25,0.19,0.57,0.57,2.81
12M 2011,143.77,868.48,48.22,964.03,2.54,2.45,0.42,0.42,5.94,5.71,0.18,0.17,1.04,1.04,1.53
12M 2012,73.71,770.52,41.06,803.17,4.95,4.74,0.47,0.46,5.62,4.9,0.21,0.2,2.2,2.2,1.29
12M 2013,37.11,494.53,37.37,494.27,9.83,6.59,0.74,1.2,4.39,3.94,0.22,0.2,-4.25,-4.25,0.79
12M 2014,23.66,465.26,45.99,442.93,15.43,10.33,0.78,0.54,5.5,7.28,0.22,0.22,2.74,2.74,1.37
12M 2015,29.01,571.9,69.97,530.94,12.58,14.24,0.64,0.59,9.12,10.3,0.23,0.22,-6.11,-6.11,0.89
12M 2016,32.18,600.56,77.11,555.63,11.34,15.96,0.61,0.57,9.71,9.35,0.21,0.2,-8.81,-8.81,0.92
12M 2017,27.98,649.59,56.45,621.12,13.04,12.31,0.56,0.53,9.33,9.75,0.18,0.17,-4.44,-4.44,0.88
12M 2018,47.16,612.27,48.25,611.18,7.74,6.64,0.6,0.61,10.97,5.65,0.19,0.18,53.11,53.11,1.01
12M 2019,60.03,550.21,39.33,570.91,6.08,5.84,0.66,0.71,11.65,11.78,0.19,0.19,4.35,4.35,1.18
12M 2020,35.27,474.62,35.32,474.57,10.35,19.82,0.77,0.78,12.96,13.36,0.19,0.18,14.49,14.49,1.05
12M 2021,28.32,728.81,44.12,713.01,12.89,12.42,0.5,0.51,11.64,10.89,0.16,0.16,14.64,14.64,1.03
12M 2022,29.91,785.96,27.99,787.88,12.21,11.43,0.46,0.41,15.39,15.84,0.19,0.19,11.74,11.74,1.04
12M 2023,20.75,562.8,12.99,570.56,17.59,17.82,0.65,0.75,14.61,14.33,0.25,0.27,6.71,6.71,1.14
12M 2024,25.52,568.4,15.43,578.49,14.3,14.47,0.64,0.74,6.82,6.72,0.18,0.18,8.88,8.88,1.08
