Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.47 B,-250.55,-0.20,0.04,,-16.89%,-3837.64%,-47.80%,-2.09
12M 2009,1.47 B,-15.59,-3.34,0.05,,-1.27%,-100.48%,-7.68%,-0.58
12M 2010,1.47 B,-159.12,-0.43,0.06,,-12.39%,-372.51%,-8.44%,-0.91
12M 2011,1.47 B,-31.98,-7.04,0.17,,-2.54%,-324.66%,-8.90%,-1.02
12M 2012,1.47 B,-35.95,-10.43,0.36,,-2.92%,139.96%,-10.85%,-1.16
12M 2013,1.47 B,-14.89,-20.48,0.24,,-1.04%,33.91%,-1.39%,-0.15
12M 2014,1.47 B,-48.82,-2.62,0.09,,-3.51%,37.71%,-16.84%,-1.30
12M 2015,1.47 B,-81.25,-0.63,0.04,,-6.13%,36.58%,-37.62%,-1.77
12M 2016,1.47 B,-109.79,-0.56,0.07,,-9.94%,33.06%,-22.99%,-0.97
12M 2017,1.47 B,-91.88,-1.51,0.12,,-3.90%,-302.56%,-10.27%,-1.24
12M 2018,1.47 B,-110.71,-0.96,0.07,(46.69 B),-4.44%,-76.03%,-4.65%,-1.28
12M 2019,7.75 B,-30.00,-1.87,0.23,(77.53 B),-6.31%,-78.44%,-6.34%,-1.54
12M 2020,7.75 B,-14.34,-3.49,0.28,(91.41 B),-2.86%,-399.97%,-6.97%,-1.79
12M 2021,7.75 B,-17.39,-4.77,0.38,30.03 B,-3.60%,104.70%,-2.35%,-0.49
12M 2022,7.75 B,-2.65,-20.38,0.26,63.90 B,-0.52%,14.40%,-0.74%,-0.17
12M 2023,7.75 B,-43.84,-1.37,0.39,(46.64 B),-9.11%,70.63%,-7.24%,-1.35
12M 2024,7.75 B,-9.41,-3.72,0.21,(90.90 B),-2.21%,12.90%,-9.84%,-2.33
