Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.46,0.32,139.66,227.26,0.0,0.0,134.3,0.61,216.26
12M 2009,0.41,0.26,55.92,79.23,0.0,0.0,55.18,0.71,75.61
12M 2010,0.43,0.29,20.1,30.05,0.0,0.0,19.9,0.67,27.06
12M 2011,0.46,0.27,88.58,127.94,0.0,0.0,88.22,0.69,123.52
12M 2012,0.5,0.28,-35.5,-47.86,-0.0,0.0,-34.64,0.74,-49.48
12M 2013,0.48,0.23,-25.85,-32.55,-0.0,0.0,-25.65,0.79,-34.16
12M 2014,0.42,0.2,-9.77,-10.75,-0.0,0.0,-9.66,0.91,-12.16
12M 2015,0.35,0.19,-5.87,-5.97,-0.0,0.0,-5.86,0.98,-7.71
12M 2016,0.42,0.18,-3.89,-3.33,-0.0,0.0,-3.88,1.17,-5.22
12M 2017,0.47,0.17,39.3,77.66,0.0,0.0,38.91,0.51,69.82
12M 2018,0.38,0.18,8.51,17.11,0.0,0.0,8.43,0.5,15.99
12M 2019,0.44,0.13,5.81,12.44,0.0,0.0,5.8,0.47,11.39
12M 2020,0.38,0.08,62.03,139.84,0.0,0.0,60.96,0.44,138.63
12M 2021,0.35,0.08,-13.03,-29.1,-0.0,0.0,-12.88,0.45,-30.1
12M 2022,0.37,0.06,-12.31,-27.78,-0.0,0.0,-12.11,0.44,-28.78
12M 2023,0.33,0.09,-3.36,-7.75,-0.0,0.0,-3.18,0.43,-8.78
12M 2024,0.28,0.08,-3.12,-5.85,-0.0,0.0,-3.06,0.53,-6.88
