Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2007,,,,,,,,,,,,,,,0.0
12M 2008,138.79,27.57,3.77,162.59,2.63,2.84,13.24,9.37,7.26,7.81,1.36,1.32,4.76,4.76,1.47
12M 2009,183.19,56.69,24.14,215.74,1.99,1.94,6.44,6.67,7.43,8.38,1.0,0.99,2.95,2.95,1.66
12M 2010,185.01,74.7,46.49,213.22,1.97,2.0,4.89,4.91,10.12,11.79,1.02,1.0,3.38,3.38,1.63
12M 2011,93.72,60.41,44.73,109.4,3.89,5.24,6.04,6.03,14.39,14.79,1.35,1.41,3.54,3.54,1.92
12M 2012,3.94,49.59,44.67,8.86,92.68,97.25,7.36,3.62,6.92,3.52,0.6,0.32,-42.89,-43.27,0.93
12M 2013,6.66,154.17,131.45,29.38,54.77,,2.37,2.08,0.79,0.62,0.12,0.1,-8.18,-8.18,0.9
12M 2014,,103.79,92.9,10.89,,182.43,3.52,3.6,1.29,0.99,0.34,0.33,-2.55,-2.55,0.39
12M 2015,,114.42,90.02,24.4,,,3.19,3.25,1.08,1.0,0.35,0.32,-1.69,-1.69,0.29
12M 2016,1.88,193.11,111.22,83.77,194.5,66.28,1.89,1.83,0.85,0.89,0.27,0.28,-2.52,-2.52,0.49
12M 2017,3.22,232.87,127.07,109.02,113.35,91.75,1.57,1.69,0.77,0.75,0.25,0.24,-5.46,-5.46,0.77
12M 2018,1.13,213.03,93.19,120.97,322.99,,1.71,1.73,0.76,0.71,0.25,0.23,-4.4,-4.4,0.71
12M 2019,,193.15,62.74,130.41,,,1.89,1.94,0.8,0.81,0.26,0.25,-1.8,-1.8,0.55
12M 2020,,294.33,78.46,215.87,,,1.24,1.22,0.85,0.83,0.26,0.26,-2.63,-2.63,0.61
12M 2021,,157.34,59.93,97.41,,1701.66,2.32,3.12,0.82,0.82,0.27,0.27,-3.27,-3.27,0.66
12M 2022,,324.6,150.77,173.83,,,1.12,1.09,0.35,0.34,0.12,0.12,-0.81,-0.81,0.46
12M 2023,,284.68,96.04,188.64,,72.14,1.28,1.28,0.56,0.53,0.2,0.19,-1.93,-1.93,0.59
12M 2024,0.06,155.63,62.96,92.73,5654.27,1367.36,2.35,2.32,0.77,0.77,0.27,0.27,-6.99,-6.99,0.8
