Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.03 B,4.54,177.31,1.38,,1.00%,2.33%,2.74%,
12M 2009,0.03 B,-2.12,-379.72,1.72,,-0.44%,-1.22%,-3.83%,
12M 2010,0.03 B,2.94,654.76,4.18,,0.70%,2.24%,0.63%,
12M 2011,0.03 B,-49.57,-38.83,3.73,,-14.48%,-57.35%,-14.97%,-2.08
12M 2012,0.76 B,1110.15,4.51,2.26,,15.11%,35.00%,14.52%,3.48
12M 2013,0.76 B,-390.38,-6.19,1.92,,-3.00%,-10.81%,-5.12%,-126.71
12M 2014,5.29 B,54.06,9.99,0.82,,2.68%,9.32%,12.47%,3.03
12M 2015,5.29 B,61.28,22.36,1.89,,2.83%,8.65%,16.29%,3.58
12M 2016,26.46 B,9.66,25.26,2.06,,2.23%,6.48%,12.99%,2.86
12M 2017,26.46 B,7.31,24.49,1.61,,1.55%,4.69%,9.13%,2.22
12M 2018,26.46 B,8.24,24.51,1.69,"1,502.54 B",1.64%,4.70%,9.14%,1.93
12M 2019,26.46 B,0.17,1529.41,1.99,"1,559.48 B",0.03%,0.11%,9.32%,1.71
12M 2020,26.46 B,-3.43,-76.97,1.93,"2,296.65 B",-0.67%,-2.06%,16.34%,2.93
12M 2021,26.46 B,-1.59,-87.42,1.08,"1,424.44 B",-0.35%,-0.91%,7.34%,1.36
12M 2022,26.46 B,-12.27,-8.72,1.90,644.26 B,-2.58%,-6.90%,1.57%,0.34
12M 2023,26.46 B,-5.81,-15.15,0.90,"1,506.96 B",-1.16%,-3.40%,9.16%,3.38
12M 2024,26.46 B,5.64,41.49,1.66,"1,728.61 B",1.07%,3.04%,9.08%,4.37
