Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2008,1.47,1.26,0.36,2.33,0.0,0.0,0.29,0.16,1.33
12M 2009,1.66,1.3,0.93,2.78,0.0,0.0,0.85,0.33,1.78
12M 2010,1.63,1.21,1.14,3.21,0.0,0.0,1.06,0.36,2.21
12M 2011,1.92,1.54,1.62,3.96,0.0,0.0,-0.34,0.41,2.96
12M 2012,0.93,0.43,0.62,2.32,0.0,0.0,0.59,0.27,1.16
12M 2013,0.9,0.5,1.62,3.6,0.0,0.0,1.5,0.45,2.44
12M 2014,0.39,0.13,1.52,3.47,0.0,0.0,1.48,0.44,2.32
12M 2015,0.29,0.11,1.23,3.05,0.0,0.0,1.21,0.4,1.89
12M 2016,0.49,0.17,1.09,2.91,0.0,0.0,1.04,0.37,1.74
12M 2017,0.77,0.41,1.34,3.03,0.0,0.0,1.23,0.44,1.88
12M 2018,0.71,0.33,1.22,2.86,0.0,0.0,1.18,0.43,1.71
12M 2019,0.55,0.34,1.78,3.3,0.0,0.0,1.75,0.54,2.12
12M 2020,0.61,0.27,1.83,3.08,0.0,0.0,1.8,0.59,1.88
12M 2021,0.66,0.46,1.15,2.59,0.0,0.0,1.13,0.44,1.36
12M 2022,0.46,0.25,0.96,2.68,0.0,0.0,0.94,0.36,1.42
12M 2023,0.59,0.31,0.68,2.93,0.0,0.0,0.66,0.23,1.62
12M 2024,0.8,0.51,0.45,2.85,0.0,0.0,0.37,0.16,1.53
