Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2010,,,,,,,,,,,,,-17.74,,0.89
12M 2011,65.85,24.95,92.77,-1.97,5.54,9.35,14.63,25.02,2.17,3.28,0.9,1.33,5.84,5.79,1.36
12M 2012,70.0,22.71,80.03,12.68,5.21,4.23,16.07,13.83,1.78,1.56,0.78,0.71,10.42,10.42,1.23
12M 2013,77.32,20.81,95.95,2.18,4.72,4.29,17.54,17.24,1.44,1.33,0.7,0.66,-73.11,-73.11,0.97
12M 2014,78.4,23.48,118.8,-16.92,4.66,4.16,15.54,14.3,1.14,1.16,0.62,0.62,73.21,73.21,1.03
12M 2015,76.71,20.56,123.81,-26.54,4.76,4.12,17.76,14.46,0.95,0.85,0.57,0.52,-12.94,-12.94,0.87
12M 2016,91.99,18.17,137.29,-27.13,3.97,4.11,20.08,18.72,0.83,0.89,0.51,0.54,-7.52,-7.52,0.79
12M 2017,77.05,18.97,97.43,-1.41,4.74,4.87,19.24,16.84,1.09,1.11,0.65,0.65,5.38,5.38,1.6
12M 2018,60.97,18.16,76.9,2.23,5.99,5.46,20.1,16.01,1.58,1.58,0.83,0.79,7.43,7.43,1.46
12M 2019,71.42,22.8,87.93,6.29,5.11,5.85,16.01,14.49,1.53,1.57,0.69,0.72,13.65,13.65,1.2
12M 2020,71.13,23.44,72.47,22.1,5.13,4.52,15.57,12.23,1.8,1.74,0.75,0.72,12.18,12.18,1.2
12M 2021,52.08,21.37,67.26,6.19,7.01,6.27,17.08,15.9,3.03,3.07,1.1,0.97,5.24,5.24,1.65
12M 2022,52.65,19.05,71.16,0.54,6.93,6.03,19.16,17.33,3.11,2.7,0.94,0.73,15.37,15.37,1.15
12M 2023,70.73,18.37,81.23,7.87,5.16,4.99,19.87,18.73,2.27,2.06,0.71,0.67,-164.66,-164.66,0.99
12M 2024,89.19,19.41,72.6,36.0,4.09,4.1,18.8,17.28,1.64,1.62,0.57,0.57,35.09,35.09,1.07
