Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,0.89,0.77,1.6,4.34,0.0,0.0,1.21,0.37,3.34
12M 2011,1.36,1.23,1.63,3.27,0.0,0.0,1.08,0.5,2.27
12M 2012,1.23,1.1,1.95,3.66,0.0,0.0,1.64,0.53,2.66
12M 2013,0.97,0.89,1.9,3.75,0.0,0.0,1.62,0.51,2.76
12M 2014,1.03,0.91,3.13,5.47,0.0,0.0,2.63,0.57,4.48
12M 2015,0.87,0.82,3.69,7.3,0.0,0.0,3.0,0.51,6.24
12M 2016,0.79,0.72,3.05,6.14,0.0,0.0,2.58,0.5,5.23
12M 2017,1.6,1.46,2.88,5.81,0.0,0.0,2.1,0.5,4.9
12M 2018,1.46,1.32,1.37,3.22,0.0,0.0,0.82,0.42,2.28
12M 2019,1.2,1.07,1.47,3.21,0.0,0.0,1.08,0.46,2.29
12M 2020,1.2,1.05,2.3,4.47,0.0,0.0,1.71,0.51,3.6
12M 2021,1.65,1.52,1.11,3.0,0.0,0.0,0.43,0.37,1.97
12M 2022,1.15,1.06,1.71,3.6,0.0,0.0,1.3,0.47,2.48
12M 2023,0.99,0.9,1.37,2.84,0.0,0.0,1.12,0.48,1.84
12M 2024,1.07,0.95,1.16,2.49,0.0,0.0,0.95,0.46,1.48
