Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,0.98,0.75,0.0,1.81,0.0,0.0,-0.15,0.0,0.8
12M 2014,0.51,0.37,1.36,4.03,0.0,0.0,1.1,0.34,3.03
12M 2015,0.58,0.48,0.66,2.74,0.0,0.0,0.21,0.24,1.74
12M 2016,0.68,0.58,0.49,2.77,0.0,0.0,0.0,0.18,1.77
12M 2017,0.83,0.69,0.72,2.36,0.0,0.0,0.51,0.31,1.36
12M 2018,0.78,0.67,0.91,2.48,0.0,0.0,0.65,0.37,1.48
12M 2019,0.73,0.63,0.95,2.53,0.0,0.0,0.88,0.37,1.53
12M 2020,0.89,0.76,0.21,2.03,0.0,0.0,-0.23,0.1,1.03
12M 2021,0.74,0.61,0.36,2.66,0.0,0.0,-0.22,0.14,1.66
12M 2022,0.77,0.64,0.37,3.15,0.0,0.0,-0.41,0.12,2.15
12M 2023,0.93,0.81,0.25,2.45,0.0,0.0,-0.32,0.1,1.45
12M 2024,0.9,0.79,0.15,2.61,0.0,0.0,-0.65,0.06,1.61
