Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,13.25,,4.43,,1.24,,0.42,39.56,39.56,1.03
12M 2009,35.07,85.32,55.72,64.67,10.41,12.19,4.28,4.75,1.01,1.13,0.37,0.43,-17.7,-17.7,0.93
12M 2010,43.98,63.37,45.2,62.15,8.3,9.86,5.76,6.07,1.38,1.48,0.49,0.52,2.17,2.17,2.43
12M 2011,52.67,41.33,41.94,52.06,6.93,6.92,8.83,9.43,1.63,1.55,0.66,0.73,2.46,2.46,2.49
12M 2012,59.01,31.34,62.37,27.98,6.19,4.48,11.65,11.01,1.79,1.71,0.82,0.75,6.53,6.53,1.41
12M 2013,82.39,38.41,115.12,5.68,4.43,4.42,9.5,8.45,1.5,1.44,0.62,0.59,7.23,7.23,1.28
12M 2014,80.54,36.94,124.57,-7.09,4.53,3.81,9.88,10.11,1.75,1.84,0.66,0.66,5.08,5.08,1.4
12M 2015,87.38,31.23,123.2,-4.59,4.18,3.34,11.69,11.58,1.74,1.49,0.67,0.6,8.56,8.56,1.25
12M 2016,81.38,23.92,114.83,-9.53,4.49,4.7,15.26,15.93,1.56,1.54,0.67,0.67,19.47,19.47,1.11
12M 2017,71.7,30.82,129.77,-27.25,5.09,4.97,11.84,12.12,1.41,1.38,0.62,0.61,-10.33,-10.33,0.84
12M 2018,58.88,28.52,107.68,-20.28,6.2,5.72,12.8,11.2,1.65,1.58,0.69,0.67,-9.67,-9.67,0.8
12M 2019,59.59,29.27,106.24,-17.38,6.13,5.1,12.47,11.87,1.99,2.0,0.71,0.65,44.99,44.99,1.04
12M 2020,70.42,29.47,110.11,-10.22,5.18,5.43,12.38,14.95,1.75,1.66,0.57,0.55,13.73,13.73,1.12
12M 2021,63.71,24.67,103.24,-14.86,5.73,5.85,14.8,13.34,1.67,1.57,0.58,0.57,-8.72,-8.72,0.81
12M 2022,50.59,26.86,72.1,5.35,7.21,8.03,13.59,11.23,2.03,1.96,0.73,0.7,-5.84,-5.84,0.71
12M 2023,65.49,26.6,77.65,14.44,5.57,4.58,13.72,16.66,2.65,2.79,0.88,0.91,-5.74,-5.74,0.69
12M 2024,102.53,26.4,119.09,9.84,3.56,3.66,13.83,13.98,2.02,2.08,0.71,0.73,-7.02,-7.02,0.76
