Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.03,0.77,0.67,1.93,0.0,0.0,0.52,0.35,0.93
12M 2009,0.93,0.66,0.53,1.69,0.0,0.0,0.44,0.31,0.68
12M 2010,2.43,1.94,0.2,1.37,0.0,0.0,0.12,0.15,0.37
12M 2011,2.49,2.1,0.02,1.3,0.0,0.0,-0.1,0.01,0.3
12M 2012,1.41,1.15,0.16,1.61,0.0,0.0,0.08,0.1,0.61
12M 2013,1.28,1.07,0.15,1.65,0.0,0.0,0.1,0.09,0.65
12M 2014,1.4,1.21,0.12,1.6,0.0,0.0,0.06,0.08,0.6
12M 2015,1.25,1.1,0.23,1.66,0.0,0.0,0.16,0.14,0.66
12M 2016,1.11,0.98,0.23,1.69,0.0,0.0,0.13,0.13,0.69
12M 2017,0.84,0.69,0.16,1.77,0.0,0.0,0.11,0.09,0.77
12M 2018,0.8,0.65,0.06,1.8,0.0,0.0,0.04,0.04,0.8
12M 2019,1.04,0.88,0.5,2.35,0.0,0.0,0.39,0.21,1.35
12M 2020,1.12,1.02,0.35,2.05,0.0,0.0,0.28,0.17,1.04
12M 2021,0.81,0.71,0.32,2.08,0.0,0.0,0.24,0.15,1.08
12M 2022,0.71,0.55,0.23,2.16,0.0,0.0,0.15,0.1,1.16
12M 2023,0.69,0.6,0.16,2.47,0.0,0.0,0.04,0.06,1.47
12M 2024,0.76,0.65,0.5,2.66,0.0,0.0,0.4,0.19,1.66
