Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,4.07,,6.06,,12.38,,1.73,-117.05,-117.05,0.98
12M 2009,129.16,74.66,174.46,29.36,2.83,3.51,4.89,4.73,8.8,9.07,1.21,1.34,-123.23,-123.23,0.99
12M 2010,92.65,70.85,139.59,23.91,3.94,4.54,5.15,4.71,10.19,10.4,1.45,1.51,27.42,27.42,1.07
12M 2011,51.79,67.15,105.69,13.25,7.05,5.89,5.44,4.54,15.86,16.37,2.13,1.95,23.75,23.75,1.11
12M 2012,56.37,96.87,94.03,59.21,6.47,6.03,3.77,3.22,16.23,16.72,1.85,1.71,14.87,14.87,1.16
12M 2013,89.38,111.59,66.21,134.76,4.08,3.18,3.27,2.86,14.3,13.07,1.53,1.27,-63.93,-63.93,0.98
12M 2014,120.4,115.85,53.54,182.71,3.03,3.02,3.15,3.84,11.57,11.71,1.3,1.42,55.16,55.16,1.03
12M 2015,102.84,88.63,30.82,160.65,3.55,3.34,4.12,4.1,6.42,6.49,1.37,1.34,37.62,37.62,1.05
12M 2016,88.71,78.97,38.13,129.55,4.11,3.54,4.62,4.65,5.06,5.05,1.38,1.3,14.64,14.64,1.14
12M 2017,85.8,92.94,56.48,122.26,4.25,4.21,3.93,3.63,4.47,4.45,1.24,1.22,29.43,29.43,1.06
12M 2018,60.71,74.76,42.65,92.82,6.01,5.0,4.88,4.79,5.55,5.54,1.6,1.52,25.19,25.19,1.1
12M 2019,72.62,78.93,42.23,109.32,5.03,5.19,4.62,4.34,5.05,5.13,1.47,1.5,11.29,11.29,1.25
12M 2020,119.38,109.16,61.48,167.06,3.06,4.11,3.34,3.67,2.84,2.9,0.93,1.06,6.37,6.37,1.36
12M 2021,94.28,99.95,54.85,139.38,3.87,3.51,3.65,3.12,3.29,3.37,1.06,0.98,9.74,9.74,1.18
12M 2022,84.01,80.29,51.16,113.14,4.34,3.44,4.55,4.33,5.57,5.65,1.43,1.28,12.72,12.72,1.16
12M 2023,105.08,64.97,55.64,114.41,3.47,3.44,5.62,5.57,6.1,6.16,1.42,1.43,10.66,10.66,1.22
12M 2024,107.0,58.85,46.27,119.58,3.41,3.44,6.2,5.27,6.78,6.66,1.49,1.46,11.16,11.16,1.19
