Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(447 B),(319 B),(766 B),-982.29
12M 2009,971 B,(257 B),714 B,915.52
12M 2010,(148 B),(204 B),(352 B),-451.05
12M 2011,(138 B),(215 B),(353 B),-452.65
12M 2012,384 B,(266 B),119 B,152.14
12M 2013,192 B,(139 B),52 B,67.10
12M 2014,120 B,(170 B),(50 B),-64.14
12M 2015,17 B,(489 B),12 B,-302.89
12M 2016,358 B,(432 B),(74 B),-47.34
12M 2017,75 B,(166 B),(91 B),-58.31
12M 2018,97 B,(129 B),(32 B),-20.32
12M 2019,514 B,(179 B),335 B,214.57
12M 2020,829 B,(158 B),670 B,429.77
12M 2021,438 B,(88 B),350 B,224.46
12M 2022,282 B,(82 B),200 B,127.89
12M 2023,583 B,(66 B),517 B,-42.27
12M 2024,362 B,(209 B),154 B,98.51
