Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.15 B,80.63,4.59,0.32,,1.67%,2.04%,3.08%,
12M 2009,0.15 B,154.18,3.70,0.42,,3.75%,4.78%,3.28%,
12M 2010,0.15 B,360.39,3.22,0.54,,6.12%,7.78%,9.25%,
12M 2011,0.15 B,280.10,6.03,0.71,,4.70%,6.38%,5.86%,
12M 2012,0.15 B,284.15,7.00,0.67,,2.94%,4.26%,4.89%,
12M 2013,0.15 B,527.56,6.21,0.76,,4.62%,7.27%,6.23%,
12M 2014,0.15 B,852.49,5.63,0.88,,5.84%,9.65%,6.89%,
12M 2015,0.15 B,517.72,10.14,0.84,,3.48%,6.09%,4.23%,
12M 2016,0.15 B,554.39,9.74,0.82,,3.61%,7.01%,3.79%,
12M 2017,0.15 B,612.50,7.95,0.66,,3.89%,8.57%,4.15%,
12M 2018,0.15 B,457.91,9.39,0.57,86.29 B,2.76%,7.81%,3.22%,
12M 2019,0.15 B,533.35,6.75,0.46,98.12 B,3.30%,9.43%,3.58%,
12M 2020,0.15 B,619.39,5.47,0.42,122.75 B,3.30%,10.79%,4.27%,
12M 2021,0.15 B,655.90,7.47,0.42,159.53 B,3.37%,11.28%,5.13%,
12M 2022,0.30 B,246.13,23.77,0.85,112.35 B,2.52%,10.11%,3.37%,
12M 2023,0.30 B,82.95,48.82,0.40,26.51 B,0.90%,2.95%,0.52%,
12M 2024,3.00 B,20.76,15.51,0.34,87.09 B,2.03%,6.97%,2.56%,
