Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,33 B,(1 B),32 B,216.57
12M 2009,(20 B),(4 B),(23 B),-155.50
12M 2010,(2 B),(6 B),(8 B),-50.87
12M 2011,28 B,(11 B),16 B,109.86
12M 2012,53 B,(15 B),38 B,254.77
12M 2013,23 B,(15 B),7 B,48.90
12M 2014,(134 B),(8 B),(142 B),-946.33
12M 2015,1 B,(10 B),(9 B),-62.20
12M 2016,(24 B),(14 B),(37 B),-249.07
12M 2017,129 B,(5 B),123 B,821.58
12M 2018,86 B,(5 B),81 B,541.29
12M 2019,6 B,(17 B),(11 B),-73.53
12M 2020,215 B,(11 B),204 B,1356.71
12M 2021,174 B,(15 B),160 B,1063.79
12M 2022,6 B,(9 B),(4 B),-12.14
12M 2023,(9 B),(7 B),(16 B),-53.93
12M 2024,138 B,(9 B),129 B,43.10
