Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,292 B,(75 B),217 B,48.19
12M 2009,477 B,(125 B),352 B,78.24
12M 2010,578 B,(110 B),468 B,103.93
12M 2011,588 B,(203 B),385 B,85.51
12M 2012,635 B,(211 B),424 B,94.31
12M 2013,449 B,(422 B),27 B,5.93
12M 2014,513 B,(404 B),109 B,24.31
12M 2015,778 B,(262 B),516 B,114.67
12M 2016,492 B,(388 B),103 B,22.98
12M 2017,544 B,(389 B),155 B,34.47
12M 2018,389 B,(466 B),(77 B),-17.14
12M 2019,890 B,(329 B),561 B,124.69
12M 2020,983 B,(448 B),535 B,118.86
12M 2021,690 B,(386 B),304 B,67.36
12M 2022,486 B,(592 B),(106 B),-23.58
12M 2023,"1,199 B",(327 B),873 B,193.53
12M 2024,"1,715 B",(393 B),"1,322 B",293.05
