Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,9.92,,4.13,,5.55,,1.25,2.39,2.39,3.83
12M 2009,33.97,73.83,51.66,56.14,10.75,10.08,4.94,4.69,6.52,6.37,1.44,1.4,2.68,2.68,3.47
12M 2010,35.57,66.5,48.65,53.42,10.26,9.93,5.49,5.17,6.96,6.89,1.5,1.42,2.76,2.76,3.37
12M 2011,35.85,67.37,50.61,52.61,10.18,9.78,5.42,4.95,7.02,6.69,1.47,1.38,2.74,2.74,3.08
12M 2012,37.02,65.68,53.01,49.69,9.86,9.39,5.56,5.3,7.03,6.82,1.49,1.45,2.89,2.89,3.09
12M 2013,41.39,77.91,60.65,58.65,8.82,8.67,4.68,4.26,6.22,6.03,1.37,1.29,2.59,2.59,2.96
12M 2014,40.05,82.09,62.38,59.76,9.11,9.01,4.45,4.35,5.45,4.94,1.37,1.36,3.03,3.03,3.0
12M 2015,39.32,82.49,76.3,45.51,9.28,8.76,4.42,4.19,5.16,5.09,1.38,1.34,3.14,3.14,2.54
12M 2016,37.44,83.76,80.02,41.18,9.75,9.61,4.36,3.79,5.34,5.23,1.42,1.39,3.35,3.35,2.65
12M 2017,39.42,87.76,76.17,51.01,9.26,8.56,4.16,4.1,5.05,4.86,1.36,1.32,3.14,3.14,2.52
12M 2018,41.41,87.26,74.97,53.7,8.81,8.36,4.18,4.09,4.74,4.54,1.32,1.3,3.26,3.26,2.52
12M 2019,38.93,79.03,67.74,50.22,9.38,9.37,4.62,4.62,4.74,4.66,1.35,1.34,3.16,3.16,2.78
12M 2020,40.41,75.12,62.02,53.51,9.03,8.67,4.86,4.52,4.58,4.49,1.26,1.22,2.79,2.79,2.96
12M 2021,39.61,78.22,57.72,60.11,9.21,9.42,4.67,4.37,4.56,4.47,1.2,1.17,2.59,2.59,3.29
12M 2022,38.68,81.03,56.77,62.94,9.44,8.76,4.5,4.14,4.51,4.2,1.17,1.12,2.67,2.67,2.48
12M 2023,40.4,83.44,53.13,70.71,9.03,8.84,4.37,4.43,4.42,4.41,1.16,1.16,2.75,2.75,2.69
12M 2024,39.98,87.33,53.26,74.05,9.13,9.0,4.18,3.83,4.48,4.45,1.15,1.11,2.3,2.3,3.09
