Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2012,1.81,0.9,0.25,2.08,0.0,0.0,-0.14,0.12,1.08
12M 2013,5.56,3.97,0.03,1.2,0.0,0.0,-0.41,0.02,0.2
12M 2014,8.6,5.68,0.02,1.13,0.0,0.0,-0.23,0.02,0.13
12M 2015,14.03,9.38,0.01,1.08,0.0,0.0,-0.24,0.01,0.08
12M 2016,10.29,6.74,0.01,1.09,0.0,0.0,-0.23,0.01,0.09
12M 2017,9.18,6.43,0.0,1.11,0.0,0.0,-0.3,0.0,0.11
12M 2018,8.4,6.06,0.0,1.12,0.0,0.0,-0.27,0.0,0.12
12M 2019,2.08,1.63,0.0,1.34,0.0,0.0,-0.3,0.0,0.34
12M 2020,2.4,1.91,0.03,1.38,0.0,0.0,-0.29,0.02,0.38
12M 2021,2.59,2.01,0.03,1.35,0.0,0.0,-0.2,0.02,0.35
12M 2022,2.11,1.54,0.02,1.42,0.0,0.0,-0.27,0.0,0.42
12M 2023,1.96,1.28,0.02,1.45,0.0,0.0,-0.23,0.02,0.45
12M 2024,1.97,1.16,0.05,1.44,0.0,0.0,-0.18,0.0,0.44
