Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2012,1.00 B,125.00,0.00,0.00,,26.67%,55.45%,101.98%,66.83
12M 2013,1.33 B,155.08,17.89,1.84,,10.22%,12.27%,18.13%,21.64
12M 2014,1.33 B,97.03,11.23,0.65,,6.46%,7.28%,5.52%,21.53
12M 2015,1.33 B,24.77,34.32,0.64,,1.74%,1.88%,-0.26%,-1.50
12M 2016,1.33 B,-24.18,-24.81,0.48,,-1.71%,-1.87%,-3.70%,-37.52
12M 2017,1.33 B,-7.34,-82.43,0.44,,-0.52%,-0.57%,-2.47%,-69.36
12M 2018,1.33 B,16.36,69.07,0.75,3.10 B,1.13%,1.26%,-1.51%,-90.90
12M 2019,1.33 B,24.94,40.50,0.68,37.29 B,1.80%,2.41%,0.62%,23.42
12M 2020,1.33 B,-15.37,-42.62,0.54,1.64 B,-1.18%,-1.64%,-2.11%,-40.38
12M 2021,1.33 B,6.54,148.32,0.71,37.15 B,0.46%,0.62%,-1.23%,-9.08
12M 2022,1.33 B,9.32,53.65,0.30,73.50 B,0.71%,1.01%,0.91%,4.31
12M 2023,1.33 B,9.79,29.42,0.16,76.90 B,0.77%,1.11%,1.43%,15.36
12M 2024,1.33 B,6.37,40.19,0.14,64.96 B,0.50%,0.73%,-0.02%,-0.12
