Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,8.1,4.35,0.0,1.12,0.0,0.0,-0.12,0.0,0.12
12M 2009,7.26,4.61,0.0,1.13,0.0,0.0,-0.17,0.0,0.13
12M 2010,10.68,7.31,0.0,1.1,0.0,0.0,-0.14,0.0,0.1
12M 2011,11.74,6.88,0.0,1.11,0.0,0.0,-0.09,0.0,0.11
12M 2012,7.73,5.11,0.0,1.15,0.0,0.0,-0.12,0.0,0.15
12M 2013,3.57,1.95,0.0,1.24,0.0,0.0,-0.06,0.0,0.24
12M 2014,1.8,0.93,0.14,1.44,0.0,0.0,0.07,0.1,0.44
12M 2015,4.99,3.27,0.0,1.21,0.0,0.0,-0.13,0.0,0.21
12M 2016,5.26,3.05,0.0,1.23,0.0,0.0,-0.17,0.0,0.23
12M 2017,4.86,3.25,0.0,1.27,0.0,0.0,-0.23,0.0,0.27
12M 2018,5.69,3.37,0.0,1.24,0.0,0.0,-0.19,0.0,0.24
12M 2019,5.52,2.9,0.0,1.26,0.0,0.0,-0.14,0.0,0.26
12M 2020,10.25,6.23,0.0,1.24,0.0,0.0,-0.25,0.0,0.24
12M 2021,8.13,5.31,0.0,1.26,0.0,0.0,-0.3,0.0,0.26
12M 2022,7.21,4.39,0.0,1.28,0.0,0.0,-0.31,0.0,0.28
12M 2023,8.37,5.91,0.0,1.27,0.0,0.0,-0.39,0.0,0.27
12M 2024,4.44,2.89,0.0,1.31,0.0,0.0,-0.37,0.0,0.31
