Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.20 B,571.22,9.63,0.89,,12.61%,14.07%,41.28%,
12M 2009,0.20 B,619.75,13.07,1.17,,12.53%,14.15%,20.94%,
12M 2010,0.20 B,653.74,11.01,0.99,,12.55%,13.86%,18.23%,
12M 2011,0.20 B,696.48,11.06,0.94,,12.38%,13.72%,18.71%,
12M 2012,0.20 B,747.88,14.71,1.19,,11.92%,13.71%,18.79%,
12M 2013,0.20 B,796.49,14.94,1.18,,10.92%,13.54%,18.63%,
12M 2014,0.20 B,866.95,20.21,1.53,,9.41%,13.58%,19.35%,
12M 2015,0.20 B,2707.93,6.09,1.43,,26.15%,31.75%,13.56%,465.60
12M 2016,0.20 B,806.00,15.51,0.99,,7.42%,9.09%,12.35%,
12M 2017,0.20 B,890.88,20.09,1.33,,7.58%,9.64%,11.10%,
12M 2018,0.20 B,860.66,20.04,1.31,335.01 B,7.08%,8.77%,8.59%,
12M 2019,0.20 B,721.90,15.24,0.79,367.17 B,5.69%,7.19%,8.47%,
12M 2020,0.20 B,-272.43,-23.77,0.65,116.06 B,-2.37%,-2.94%,-3.07%,
12M 2021,0.20 B,-380.51,-14.06,0.58,61.41 B,-3.33%,-4.20%,-4.62%,
12M 2022,0.20 B,91.85,68.59,0.62,143.19 B,0.78%,1.00%,0.27%,
12M 2023,0.40 B,94.79,28.80,0.54,121.00 B,1.59%,2.02%,0.04%,
12M 2024,0.40 B,-310.21,-7.00,0.47,(81.98 B),-5.34%,-6.99%,-9.50%,
