Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,6.58,,3.6,,3.2,,1.32,2.84,2.84,8.1
12M 2009,45.36,90.3,12.9,122.76,8.05,7.01,4.04,4.25,3.53,3.47,1.46,1.4,2.86,2.86,7.26
12M 2010,49.01,78.79,9.4,118.4,7.45,6.41,4.63,4.98,3.68,3.67,1.44,1.38,2.65,2.65,10.68
12M 2011,49.98,81.7,5.2,126.48,7.3,6.37,4.47,3.96,4.07,4.09,1.52,1.45,2.69,2.69,11.74
12M 2012,53.03,84.16,5.18,132.01,6.88,6.65,4.34,4.27,4.32,4.23,1.55,1.46,2.77,2.77,7.73
12M 2013,52.05,86.24,16.18,122.11,7.01,6.28,4.23,4.3,3.61,3.28,1.49,1.39,3.88,3.88,3.57
12M 2014,48.1,96.94,22.86,122.18,7.59,6.66,3.77,3.73,2.87,2.64,1.39,1.28,5.95,5.95,1.8
12M 2015,59.34,101.91,20.6,140.65,6.15,5.99,3.58,4.03,2.53,2.57,1.18,1.14,2.6,2.6,4.99
12M 2016,54.74,103.52,16.8,141.46,6.67,6.73,3.53,3.28,2.75,2.75,1.18,1.16,2.66,2.66,5.26
12M 2017,48.75,98.3,13.69,133.36,7.49,6.39,3.71,4.1,2.85,2.84,1.19,1.15,2.67,2.67,4.86
12M 2018,54.13,104.48,14.73,143.88,6.74,6.23,3.49,3.62,2.7,2.67,1.1,1.09,2.41,2.41,5.69
12M 2019,54.54,118.77,16.3,157.01,6.69,5.97,3.07,2.7,2.9,2.95,1.12,1.1,2.4,2.4,5.52
12M 2020,72.73,143.28,17.31,198.7,5.02,6.22,2.55,2.78,2.26,2.37,0.82,0.87,1.64,1.64,10.25
12M 2021,70.03,121.15,15.82,175.36,5.21,5.43,3.01,2.93,2.35,2.45,0.8,0.8,1.47,1.47,8.13
12M 2022,64.87,125.38,19.49,170.76,5.63,5.31,2.91,2.82,2.83,2.93,0.87,0.86,1.49,1.49,7.21
12M 2023,68.71,122.71,17.04,174.38,5.31,5.33,2.97,3.31,3.03,3.1,0.86,0.86,1.42,1.42,8.37
12M 2024,74.43,117.16,23.44,168.15,4.9,5.13,3.12,3.01,2.89,2.93,0.79,0.79,1.51,1.51,4.44
