Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,2.21,,3.44,,2.58,,0.77,113.94,113.94,1.01
12M 2009,334.18,258.87,128.77,464.28,1.09,1.39,1.41,1.58,1.01,1.04,0.33,0.38,1.31,1.31,2.03
12M 2010,112.37,147.15,93.35,166.17,3.25,4.56,2.48,2.35,1.52,1.51,0.65,0.66,4.29,4.29,1.45
12M 2011,87.76,131.75,120.59,98.92,4.16,4.68,2.77,2.63,1.48,1.49,0.7,0.72,11.06,11.06,1.14
12M 2012,84.97,158.8,120.62,123.15,4.3,5.38,2.3,2.46,1.08,0.93,0.59,0.57,15.48,15.48,1.11
12M 2013,65.15,192.78,123.6,-123.6,5.6,5.71,1.89,1.74,0.79,0.78,0.46,0.43,31.91,31.91,1.03
12M 2014,63.72,177.38,99.63,177.38,5.73,4.56,2.06,2.05,0.77,0.78,0.43,0.4,237.04,237.04,1.0
12M 2015,60.35,232.76,121.3,171.81,6.05,4.23,1.57,1.41,0.6,0.54,0.33,0.3,142.34,142.34,1.01
12M 2016,58.03,308.39,185.53,180.89,6.29,5.46,1.18,1.32,0.42,0.45,0.23,0.25,75.53,75.53,1.01
12M 2017,65.12,291.27,128.21,228.18,5.6,4.07,1.25,1.07,0.4,0.4,0.22,0.22,-12.51,-12.51,0.96
12M 2018,53.32,174.21,37.1,,6.85,4.48,2.1,2.56,0.63,0.63,0.36,0.34,-4.18,-4.18,0.82
12M 2019,109.22,285.17,91.31,303.08,3.34,2.86,1.28,1.21,0.34,0.35,0.21,0.2,-0.94,-0.94,0.6
12M 2020,131.67,380.68,193.24,319.11,2.77,2.75,0.96,0.98,0.27,0.26,0.18,0.18,1.08,1.08,2.38
12M 2021,130.64,443.42,271.88,302.18,2.79,3.42,0.82,0.82,0.23,0.23,0.16,0.16,1.3,1.3,1.85
12M 2022,182.3,1012.25,625.08,569.47,2.0,3.14,0.36,0.39,0.08,0.08,0.06,0.06,1.04,1.04,1.38
