Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.01,0.72,3.12,4.84,0.0,0.0,2.73,0.12,3.84
12M 2009,2.03,1.2,3.77,5.36,0.0,0.0,3.73,0.7,4.36
12M 2010,1.45,0.8,1.61,3.42,0.0,0.0,1.48,0.0,2.42
12M 2011,1.14,0.64,1.51,3.45,0.0,0.0,1.4,0.44,2.45
12M 2012,1.11,0.44,0.51,2.06,0.0,0.0,0.5,0.25,1.06
12M 2013,1.03,0.55,0.66,1.96,0.0,0.0,0.61,0.34,0.96
12M 2014,1.0,0.64,0.68,1.88,0.0,0.0,0.64,0.37,0.88
12M 2015,1.01,0.57,0.84,2.13,0.0,0.0,0.82,0.4,1.13
12M 2016,1.01,0.7,1.03,2.3,0.0,0.0,0.98,0.45,1.3
12M 2017,0.96,0.61,1.11,2.28,0.0,0.0,1.04,0.49,1.28
12M 2018,0.82,0.54,1.22,2.38,0.0,0.0,1.09,0.51,1.38
12M 2019,0.6,0.33,1.31,2.57,0.0,0.0,1.24,0.51,1.57
12M 2020,2.38,1.08,1.78,3.21,0.0,0.0,1.77,0.55,2.21
12M 2021,1.85,0.73,1.85,3.36,0.0,0.0,1.84,0.55,2.36
12M 2022,1.38,0.35,2.63,4.21,0.0,0.0,2.62,0.62,3.21
