Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.80,603.47,0.80,602.30,,,,,
12M 2009,0.47,608.15,0.47,605.90,,,,,
12M 2010,0.63,652.43,0.63,650.91,,,,,
12M 2011,0.78,653.61,0.78,652.76,,,,,
12M 2012,1.15,616.56,1.15,616.11,,,,,
12M 2013,1.16,670.32,1.16,670.04,,,,,
12M 2014,2.79,671.16,2.80,670.81,,,,,
12M 2015,1.90,658.30,1.90,658.04,,,,,
12M 2016,1.25,668.92,1.25,668.53,,,,,
12M 2017,0.76,686.32,0.77,680.09,,,,,
12M 2018,0.66,715.19,0.67,703.42,,,,,
12M 2019,0.55,733.68,0.56,720.03,,,,,
12M 2020,0.50,734.39,0.51,722.00,,,,,
12M 2021,0.49,755.76,0.50,746.81,,,,,
12M 2022,0.76,799.58,0.77,794.09,,,,,
12M 2023,0.78,847.45,0.78,842.31,,,,,
12M 2024,0.75,865.08,0.75,862.36,,,,,
