Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.44 B,35.63,13.47,2.75,,2.92%,5.90%,6.08%,
12M 2009,1.44 B,28.66,9.94,1.79,,3.00%,4.71%,2.74%,
12M 2010,1.44 B,42.14,9.73,2.19,,3.82%,6.46%,5.12%,
12M 2011,1.44 B,70.40,7.24,1.82,,3.54%,10.77%,5.75%,
12M 2012,1.65 B,91.22,7.78,2.02,,4.30%,14.80%,5.94%,
12M 2013,1.65 B,82.44,9.46,2.09,,3.60%,12.30%,4.59%,
12M 2014,1.65 B,67.36,27.84,5.22,,3.09%,10.04%,3.77%,
12M 2015,1.65 B,37.66,33.19,3.86,,1.96%,5.72%,2.03%,
12M 2016,1.65 B,32.46,25.72,2.87,,1.47%,4.85%,1.20%,
12M 2017,1.65 B,40.37,13.00,1.30,,1.52%,5.88%,1.04%,
12M 2018,1.65 B,34.98,13.49,1.14,41.99 B,1.15%,4.89%,0.62%,
12M 2019,1.65 B,36.01,11.22,0.84,56.99 B,1.17%,4.91%,0.79%,
12M 2020,1.65 B,12.18,30.21,0.92,13.69 B,0.49%,1.66%,0.30%,
12M 2021,1.65 B,17.44,21.22,1.18,30.97 B,0.80%,2.31%,0.22%,
12M 2022,1.65 B,53.14,11.48,1.86,83.02 B,1.89%,6.65%,1.53%,
12M 2023,1.65 B,63.81,10.34,1.65,93.91 B,1.81%,7.53%,1.46%,
12M 2024,1.65 B,40.14,16.19,1.36,24.97 B,1.00%,4.64%,0.14%,
