Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,10.02,,3.25,,0.98,,0.68,3.85,3.85,2.98
12M 2009,48.23,91.81,14.49,125.55,7.57,9.75,3.98,4.31,0.97,0.97,0.68,0.7,10.49,10.49,1.39
12M 2010,43.02,71.61,9.05,105.58,8.49,10.37,5.1,4.55,1.07,1.04,0.8,0.79,4.44,4.44,3.91
12M 2011,50.32,59.72,11.58,98.46,7.25,7.07,6.11,5.96,1.03,1.02,0.78,0.77,17.83,17.83,1.22
12M 2012,52.58,68.05,12.44,108.19,6.94,8.05,5.36,4.35,1.09,1.09,0.79,0.78,4.25,4.25,2.65
12M 2013,49.58,87.22,11.23,125.57,7.36,7.0,4.18,4.04,1.18,1.15,0.81,0.79,15.25,15.25,1.2
12M 2014,44.26,97.95,10.74,131.47,8.25,9.9,3.73,3.23,1.2,1.18,0.8,0.78,3.13,3.13,3.65
12M 2015,37.64,112.87,10.08,140.43,9.7,12.98,3.23,2.68,1.15,1.14,0.76,0.74,-30.54,-30.54,0.93
12M 2016,24.7,97.51,9.51,112.7,14.78,14.67,3.74,3.73,1.35,1.36,0.89,0.89,4.65,4.65,2.46
12M 2017,19.14,91.37,11.24,99.27,19.07,19.24,3.99,3.77,1.48,1.5,0.97,0.96,127.12,127.12,1.02
12M 2018,18.23,86.78,12.41,92.6,20.03,19.85,4.21,3.97,1.73,1.74,1.07,1.07,3.67,3.67,3.76
12M 2019,22.44,80.37,13.12,89.69,16.27,15.19,4.54,4.17,1.79,1.8,1.08,1.09,7.17,7.17,1.62
12M 2020,27.47,86.52,18.9,95.09,13.29,16.0,4.22,3.93,1.39,1.32,0.92,0.91,7.88,7.88,1.73
12M 2021,23.09,78.18,17.21,84.06,15.81,13.04,4.67,3.66,1.66,1.63,1.1,1.03,5.05,5.05,2.23
12M 2022,24.58,106.36,17.9,113.04,14.85,14.79,3.43,2.82,1.77,1.76,1.05,0.97,3.15,3.15,3.65
12M 2023,29.08,138.58,18.99,148.67,12.55,13.09,2.63,2.48,1.44,1.42,0.81,0.79,2.99,2.99,2.81
12M 2024,29.8,135.94,17.79,147.95,12.25,12.65,2.69,2.47,1.45,1.45,0.82,0.81,2.94,2.94,2.83
