Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.98,1.13,1.18,2.36,0.0,0.0,1.17,0.5,1.36
12M 2009,1.39,0.59,1.0,2.08,0.0,0.0,0.99,0.48,1.08
12M 2010,3.91,1.83,0.99,2.07,0.0,0.0,0.98,0.48,1.07
12M 2011,1.22,0.74,0.95,2.07,0.0,0.0,0.92,0.46,1.07
12M 2012,2.65,1.28,1.03,2.14,0.0,0.0,0.98,0.48,1.14
12M 2013,1.2,0.53,1.22,2.34,0.0,0.0,1.2,0.52,1.34
12M 2014,3.65,1.58,1.49,2.6,0.0,0.0,1.43,0.57,1.6
12M 2015,0.93,0.33,1.66,2.9,0.0,0.0,1.6,0.57,1.9
12M 2016,2.46,1.03,0.82,2.0,0.0,0.0,0.68,0.41,1.0
12M 2017,1.02,0.36,0.7,1.86,0.0,0.0,0.59,0.37,0.86
12M 2018,3.76,1.75,0.66,1.82,0.0,0.0,0.47,0.36,0.82
12M 2019,1.62,0.8,0.54,1.72,0.0,0.0,0.39,0.32,0.72
12M 2020,1.73,0.75,0.32,1.51,0.0,0.0,0.25,0.21,0.0
12M 2021,2.23,0.95,0.35,1.51,0.0,0.0,0.24,0.23,0.51
12M 2022,3.65,1.43,0.34,1.51,0.0,0.0,0.2,0.23,0.51
12M 2023,2.81,1.13,0.27,1.42,0.0,0.0,0.14,0.19,0.42
12M 2024,2.83,1.06,0.25,1.42,0.0,0.0,0.14,0.18,0.42
