Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.49 B,-9.59,-9.07,0.13,,-0.91%,-2.16%,13.71%,1.69
12M 2009,1.49 B,18.05,11.30,0.30,,1.88%,3.91%,4.92%,1.26
12M 2010,1.49 B,19.85,11.59,0.30,,1.99%,4.12%,8.50%,2.73
12M 2011,1.49 B,22.17,10.83,0.30,,2.13%,4.40%,7.14%,2.20
12M 2012,1.49 B,26.74,10.88,0.34,,2.40%,5.12%,9.53%,2.75
12M 2013,1.49 B,-15.99,-13.13,0.22,,-1.35%,-3.16%,9.85%,2.58
12M 2014,1.49 B,32.57,6.05,0.19,,2.32%,6.04%,8.78%,2.09
12M 2015,1.49 B,-28.55,-3.61,0.09,,-1.95%,-5.66%,7.07%,1.22
12M 2016,2.11 B,38.34,5.06,0.21,,3.75%,7.51%,10.46%,2.16
12M 2017,2.11 B,43.64,4.86,0.21,,4.24%,7.87%,10.44%,3.10
12M 2018,2.11 B,38.89,6.38,0.22,297.73 B,3.60%,6.55%,12.06%,3.86
12M 2019,2.11 B,61.95,5.39,0.28,283.89 B,5.52%,9.51%,10.11%,4.01
12M 2020,2.11 B,76.86,4.03,0.30,318.73 B,7.02%,10.61%,12.35%,6.04
12M 2021,2.79 B,105.45,6.63,0.70,499.50 B,10.72%,16.21%,19.26%,12.33
12M 2022,3.15 B,106.57,4.65,0.50,631.14 B,10.38%,15.66%,20.41%,14.35
12M 2023,3.15 B,56.64,6.14,0.41,366.09 B,5.41%,7.70%,8.99%,6.77
12M 2024,3.15 B,33.24,8.90,0.34,310.19 B,3.09%,4.40%,6.87%,5.01
