Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.09,0.79,8.2,16.99,0.0,0.0,6.56,0.48,15.28
12M 2009,1.17,0.84,1.97,5.31,0.0,0.0,1.55,0.37,4.07
12M 2010,1.24,0.92,0.75,2.99,0.0,0.0,0.47,0.25,1.86
12M 2011,1.42,1.08,0.28,2.05,0.0,0.0,0.04,0.14,0.97
12M 2012,1.47,1.1,0.3,1.81,0.0,0.0,0.14,0.17,0.76
12M 2013,1.86,1.51,0.34,1.7,0.0,0.0,0.24,0.2,0.64
12M 2014,1.49,1.09,0.47,1.95,0.0,0.0,0.4,0.24,0.88
12M 2015,1.0,0.73,0.58,2.33,0.0,0.0,0.5,0.25,1.24
12M 2016,0.93,0.61,0.54,2.32,0.0,0.0,0.42,0.23,1.24
12M 2017,0.89,0.63,0.46,2.29,0.0,0.0,0.29,0.2,1.19
12M 2018,1.07,0.76,0.25,2.07,0.0,0.0,0.09,0.12,0.96
12M 2019,1.0,0.67,0.15,2.05,0.0,0.0,-0.02,0.07,0.94
12M 2020,0.67,0.44,0.56,3.05,0.0,0.0,0.11,0.18,1.88
12M 2021,0.55,0.31,0.4,3.01,0.0,0.0,0.1,0.13,1.82
12M 2022,0.76,0.38,0.29,2.51,0.0,0.0,0.08,0.11,1.35
12M 2023,0.78,0.36,0.21,2.48,0.0,0.0,-0.02,0.09,1.34
12M 2024,0.8,0.33,0.05,2.26,0.0,0.0,-0.09,0.02,1.16
