Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,189.42,,6.43,,9.55,,2.38,78.83,78.83,1.09
12M 2009,3.02,44.67,60.25,-12.56,120.72,130.28,8.17,6.85,10.67,11.1,2.63,2.42,39.73,39.73,1.17
12M 2010,3.44,50.8,65.12,-10.88,106.03,117.3,7.19,6.1,10.31,9.38,2.48,2.3,26.09,26.09,1.24
12M 2011,2.92,48.64,59.98,-8.42,124.89,115.92,7.5,6.48,10.03,9.46,2.41,2.28,16.72,16.72,1.42
12M 2012,2.76,53.06,50.47,5.35,132.28,112.78,6.88,5.57,4.99,3.94,2.1,1.78,13.54,13.54,1.47
12M 2013,2.47,58.4,46.85,14.02,147.9,124.37,6.25,5.72,3.26,3.08,1.72,1.6,8.16,8.16,1.86
12M 2014,2.02,68.61,53.13,17.5,181.08,109.37,5.32,5.14,2.49,2.23,1.38,1.27,11.28,11.28,1.49
12M 2015,2.11,63.83,56.03,9.91,172.67,162.56,5.72,5.64,2.28,2.24,1.38,1.41,10074.6,10074.6,1.0
12M 2016,1.98,57.88,51.05,8.81,184.05,150.08,6.31,5.92,2.61,2.63,1.64,1.66,-66.18,-66.18,0.93
12M 2017,1.63,55.79,49.35,8.07,223.26,325.99,6.54,6.72,2.91,2.87,1.8,1.82,-43.73,-43.73,0.89
12M 2018,1.24,44.57,40.16,5.65,294.32,218.17,8.19,7.69,3.47,3.46,2.04,2.08,95.28,95.28,1.07
12M 2019,2.12,44.27,36.63,9.76,172.27,164.49,8.24,7.7,3.87,3.7,2.18,2.15,1999.71,1999.71,1.0
12M 2020,4.79,88.93,65.69,28.03,76.24,88.28,4.1,4.91,1.96,2.01,1.02,1.04,-7.56,-7.56,0.67
12M 2021,2.35,69.83,48.59,23.59,155.09,186.45,5.23,6.35,2.38,2.43,1.2,1.33,-7.32,-7.32,0.55
12M 2022,2.14,59.93,37.82,24.25,170.87,146.17,6.09,5.9,3.43,3.6,1.81,1.93,-21.16,-21.16,0.76
12M 2023,2.61,68.74,34.88,36.47,139.73,138.91,5.31,5.21,4.17,4.24,2.01,1.96,-22.63,-22.63,0.78
12M 2024,1.9,69.05,34.68,36.27,192.04,169.23,5.29,5.98,4.69,4.68,2.06,2.06,-30.97,-30.97,0.8
