Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.22 B,20.04,19.96,0.43,,5.41%,91.99%,37.45%,
12M 2009,0.22 B,53.55,5.23,0.27,,13.04%,69.27%,17.29%,
12M 2010,0.22 B,75.34,4.11,0.28,,15.26%,45.68%,30.06%,
12M 2011,0.22 B,117.35,5.88,0.52,,19.42%,39.76%,44.53%,
12M 2012,0.22 B,155.66,15.74,1.53,,16.86%,30.58%,41.00%,26.25
12M 2013,0.22 B,106.28,37.64,2.26,,9.36%,15.87%,22.38%,9.13
12M 2014,0.22 B,87.80,64.92,3.34,,6.59%,12.85%,16.26%,4.41
12M 2015,0.22 B,-15.34,-554.11,4.67,,-1.18%,-2.74%,4.68%,1.13
12M 2016,0.22 B,11.60,629.31,3.40,,0.88%,2.05%,9.03%,1.97
12M 2017,0.22 B,35.70,201.68,2.96,,2.58%,5.89%,11.42%,2.96
12M 2018,0.22 B,78.22,93.33,2.57,62.01 B,5.61%,11.59%,17.09%,5.30
12M 2019,0.22 B,116.43,39.08,1.39,70.02 B,7.29%,14.97%,18.90%,11.66
12M 2020,0.22 B,-217.71,-17.04,2.20,26.38 B,-12.63%,-38.50%,-17.56%,-3.65
12M 2021,0.22 B,-79.72,-87.81,3.65,54.69 B,-5.45%,-16.41%,-2.60%,-0.67
12M 2022,0.22 B,39.49,88.63,1.39,72.32 B,2.99%,7.52%,7.89%,4.10
12M 2023,0.22 B,72.71,35.62,0.92,79.87 B,4.88%,12.09%,10.71%,7.05
12M 2024,0.22 B,95.26,9.08,0.28,84.87 B,6.13%,13.87%,11.53%,15.61
