Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2007,20.75 B,209.52,16.43,2.98,,1.36%,14.87%,3.89%,
12M 2008,20.91 B,254.25,7.83,1.52,,1.48%,17.42%,2.34%,
12M 2009,20.97 B,343.27,13.46,2.97,,1.82%,20.50%,2.77%,
12M 2010,21.00 B,446.23,14.32,3.84,,2.08%,22.55%,3.25%,
12M 2011,23.33 B,524.83,12.86,3.70,,2.22%,19.82%,3.26%,
12M 2012,23.33 B,664.46,12.19,3.92,,2.44%,20.79%,3.31%,
12M 2013,23.33 B,780.16,10.06,3.23,,2.48%,20.82%,3.44%,
12M 2014,23.33 B,851.65,12.65,3.49,,2.32%,19.36%,3.27%,
12M 2015,23.33 B,871.50,10.61,2.66,,2.23%,17.37%,2.98%,
12M 2016,23.33 B,591.71,19.56,3.14,,1.33%,9.18%,1.91%,
12M 2017,46.67 B,442.28,18.09,4.16,,1.84%,12.38%,2.51%,
12M 2018,46.67 B,536.04,13.76,3.77,"35,723.09 B",2.08%,13.81%,2.91%,
12M 2019,46.67 B,588.90,13.03,3.49,"38,510.93 B",2.08%,13.43%,2.89%,
12M 2020,46.67 B,366.84,17.24,2.95,"27,109.99 B",1.11%,9.04%,1.62%,
12M 2021,46.67 B,600.60,11.70,2.91,"41,998.15 B",1.62%,13.69%,2.35%,
12M 2022,46.67 B,882.23,11.25,3.65,"60,681.73 B",2.07%,17.93%,3.02%,
12M 2023,93.33 B,589.93,10.26,3.86,"79,208.46 B",2.53%,21.11%,3.58%,
12M 2024,93.33 B,597.67,9.54,3.24,"80,728.06 B",2.30%,19.66%,3.31%,
