Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2007,2.44,1409.37,2.44,1409.37,,,,,
12M 2008,1.36,1459.60,1.36,1459.60,,,,,
12M 2009,2.76,1674.23,2.76,1674.23,,,,,
12M 2010,3.23,1978.56,3.23,1978.56,,,,,
12M 2011,2.55,2648.28,2.55,2648.28,,,,,
12M 2012,2.53,3196.29,2.56,3159.40,,,,,
12M 2013,2.10,3746.54,2.12,3696.81,,,,,
12M 2014,2.45,4399.62,2.49,4329.14,,,,,
12M 2015,1.84,5017.30,1.87,4935.22,,,,,
12M 2016,1.80,6448.03,1.82,6364.22,,,,,
12M 2017,2.24,3572.55,2.27,3521.09,,,,,
12M 2018,1.90,3882.91,1.93,3823.67,,,,,
12M 2019,1.75,4384.30,1.78,4313.13,,,,,
12M 2020,1.56,4058.11,1.60,3960.71,,,,,
12M 2021,1.60,4386.14,1.64,4276.60,,,,,
12M 2022,2.02,4921.69,2.06,4812.54,,,,,
12M 2023,2.16,2794.85,2.21,2731.91,,,,,
12M 2024,1.87,3040.68,1.92,2965.20,,,,,
