Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2007,,,,,,,,,,,,,,,0.0
12M 2008,,,,,,,,,5.98,6.08,0.08,0.08,,,0.0
12M 2009,,,,,,,,,6.81,6.73,0.09,0.09,,,0.0
12M 2010,,,,,,,,,6.66,6.62,0.08,0.08,,,0.0
12M 2011,,,,,,,,,7.02,6.83,0.08,0.08,,,0.0
12M 2012,,,,,,,,,7.09,6.92,0.08,0.08,,,0.0
12M 2013,,,,,,,,,7.74,7.71,0.08,0.08,,,0.0
12M 2014,,,,,,,,,8.69,8.5,0.09,0.09,,,0.0
12M 2015,,,,,,,,,8.68,8.74,0.09,0.09,,,0.0
12M 2016,,,,,,,,,3.79,2.43,0.09,0.09,,,0.0
12M 2017,,,,,,,,,2.49,2.5,0.08,0.08,,,0.0
12M 2018,,,,,,,,,2.43,2.43,0.08,0.08,,,0.0
12M 2019,,,,,,,,,2.47,2.35,0.08,0.08,,,0.0
12M 2020,,,,,,,,,2.16,2.11,0.07,0.07,,,0.0
12M 2021,,,,,,,,,2.31,2.32,0.07,0.07,,,0.0
12M 2022,,,,,,,,,2.4,2.37,0.07,0.07,,,0.0
12M 2023,,,,,,,,,2.55,2.56,0.07,0.07,,,0.0
12M 2024,,,,,,,,,2.72,2.67,0.07,0.07,,,0.0
