Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,0.70 B,19.99,0.00,0.00,,0.71%,6.83%,0.93%,
12M 2014,0.70 B,4.25,0.00,0.00,,0.14%,1.46%,0.22%,
12M 2015,3.52 B,1.55,0.00,0.00,,0.28%,2.59%,0.27%,
12M 2016,11.18 B,3.51,22.22,3.05,,0.93%,3.67%,1.73%,
12M 2017,11.18 B,4.58,18.12,2.39,,1.12%,4.57%,1.57%,
12M 2018,11.18 B,0.50,164.00,2.37,16.88 B,0.12%,0.50%,0.24%,
12M 2019,11.18 B,1.06,62.26,1.84,23.40 B,0.25%,1.04%,0.36%,
12M 2020,11.18 B,0.29,255.17,2.33,22.62 B,0.06%,0.28%,0.15%,
12M 2021,11.18 B,0.97,251.55,8.60,33.51 B,0.13%,0.51%,0.27%,
12M 2022,16.47 B,2.80,31.07,3.31,77.79 B,0.51%,1.47%,0.73%,
12M 2023,23.97 B,4.34,17.74,3.11,146.27 B,1.11%,3.20%,1.42%,
12M 2024,23.97 B,8.41,9.04,2.52,269.37 B,1.95%,5.85%,2.57%,
