Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2013,(17 B),(6 B),(22 B),-31.35
12M 2014,180 B,(4 B),176 B,250.20
12M 2015,(180 B),(2 B),(182 B),-51.69
12M 2016,(366 B),(13 B),(380 B),-33.99
12M 2017,91 B,(9 B),83 B,7.40
12M 2018,(34 B),(6 B),(40 B),-3.57
12M 2019,329 B,(3 B),326 B,29.16
12M 2020,992 B,(3 B),989 B,88.52
12M 2021,"2,283 B",(6 B),"2,277 B",203.73
12M 2022,"(1,119 B)",(14 B),"(1,133 B)",-68.79
12M 2023,"(1,090 B)",(9 B),"(1,098 B)",-45.82
12M 2024,128 B,(8 B),120 B,4.99
