Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,267.71,0.00,267.71,,,,,
12M 2013,0.00,292.59,0.00,292.59,,,,,
12M 2014,0.00,292.26,0.00,292.26,,,,,
12M 2015,0.00,59.86,0.00,59.86,,,,,
12M 2016,0.82,95.56,0.82,95.56,,,,,
12M 2017,0.83,100.08,0.83,100.08,,,,,
12M 2018,0.81,100.78,0.82,100.54,,,,,
12M 2019,0.65,102.01,0.65,101.69,,,,,
12M 2020,0.73,101.93,0.73,101.65,,,,,
12M 2021,1.27,192.29,1.27,192.10,,,,,
12M 2022,0.46,190.56,0.46,189.85,,,,,
12M 2023,0.57,135.34,0.57,134.86,,,,,
12M 2024,0.53,143.73,0.53,143.28,,,,,
