Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,3.82,,0.11,,,0.0
12M 2009,,,,,,,,,3.13,3.09,0.1,0.1,,,0.0
12M 2010,,,,,,,,,2.85,2.7,0.09,0.08,,,0.0
12M 2011,,,,,,,,,3.05,2.87,0.09,0.09,,,0.0
12M 2012,,,,,,,,,2.99,2.95,0.09,0.09,,,0.0
12M 2013,,,,,,,,,2.57,2.56,0.07,0.08,,,0.0
12M 2014,,,,,,,,,3.21,3.24,0.09,0.1,,,0.0
12M 2015,,,,,,,,,1.7,1.72,0.1,0.1,,,0.0
12M 2016,,,,,,,,,1.08,1.09,0.09,0.09,,,0.0
12M 2017,,,,,,,,,1.15,1.16,0.08,0.08,,,0.0
12M 2018,,,,,,,,,1.17,1.18,0.08,0.08,,,0.0
12M 2019,,,,,,,,,1.25,1.26,0.08,0.08,,,0.0
12M 2020,,,,,,,,,1.37,1.38,0.08,0.07,,,0.0
12M 2021,,,,,,,,,1.41,1.43,0.07,0.06,,,0.0
12M 2022,,,,,,,,,1.51,1.5,0.07,0.07,,,0.0
12M 2023,,,,,,,,,1.63,1.64,0.07,0.08,,,0.0
12M 2024,,,,,,,,,1.68,1.69,0.08,0.08,,,0.0
