Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.75,1765.90,0.75,1765.90,,,,,
12M 2009,1.59,1069.79,1.59,1069.79,,,,,
12M 2010,1.71,1372.50,1.71,1372.50,,,,,
12M 2011,2.22,1337.48,2.22,1337.48,,,,,
12M 2012,1.65,1717.74,1.65,1717.74,,,,,
12M 2013,2.20,878.62,2.20,878.62,,,,,
12M 2014,1.88,998.98,1.88,998.98,,,,,
12M 2015,1.86,1653.87,1.86,1653.87,,,,,
12M 2016,1.36,1761.36,1.36,1761.36,,,,,
12M 2017,1.68,1876.08,1.68,1876.08,,,,,
12M 2018,2.33,1979.20,2.33,1979.20,,,,,
12M 2019,2.68,2231.75,2.68,2231.75,,,,,
12M 2020,2.59,2614.70,2.59,2614.70,,,,,
12M 2021,2.90,2749.15,2.90,2749.15,,,,,
12M 2022,3.00,1757.42,3.00,1757.42,,,,,
12M 2023,2.75,1852.96,2.75,1852.96,,,,,
12M 2024,2.29,1804.13,2.29,1804.13,,,,,
