Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15
12M 2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.66
12M 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.82
12M 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.41
12M 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86
12M 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.58
12M 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92
12M 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75
12M 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08
12M 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.49
12M 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16
12M 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94
12M 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87
12M 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07
12M 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.37
