Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,0.91,0.9,1.78,3.55,0.0,0.0,1.53,0.5,2.46
12M 2009,0.95,0.94,1.27,3.02,0.0,0.0,1.1,0.42,1.94
12M 2010,1.05,1.04,1.03,2.76,0.0,0.0,0.82,0.38,1.66
12M 2011,1.42,1.41,0.93,2.57,0.0,0.0,0.65,0.36,1.51
12M 2012,1.34,0.87,0.83,2.6,0.0,0.0,0.38,0.32,1.52
12M 2013,1.3,0.93,0.62,2.4,0.0,0.0,0.08,0.26,1.34
12M 2014,1.41,0.98,0.75,2.72,0.0,0.0,0.29,0.28,1.37
12M 2015,1.22,0.71,0.68,2.6,0.0,0.0,0.4,0.26,1.29
12M 2016,1.33,0.71,0.6,2.38,0.0,0.0,0.32,0.25,1.11
12M 2017,1.72,0.95,0.53,2.26,0.0,0.0,0.2,0.23,1.02
12M 2018,2.31,1.44,0.44,1.99,0.0,0.0,0.09,0.22,0.77
12M 2019,2.86,1.81,0.32,1.74,0.0,0.0,0.03,0.18,0.53
12M 2020,1.98,0.94,0.27,1.81,0.0,0.0,0.07,0.15,0.61
12M 2021,3.79,2.48,0.36,1.8,0.0,0.0,-0.05,0.2,0.6
12M 2022,4.65,3.22,0.36,1.77,0.0,0.0,-0.07,0.2,0.57
12M 2023,5.16,3.6,0.32,1.71,0.0,0.0,-0.08,0.19,0.52
12M 2024,4.77,3.32,0.31,1.71,0.0,0.0,-0.13,0.18,0.51
