Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,0.16,0.16,-19.35,-36.32,-18.98,0.52,-18.4,0.53,-37.93
12M 2011,0.2,0.09,3.11,6.79,0.0,0.0,3.07,0.46,5.77
12M 2012,0.35,0.27,1.7,3.11,0.0,0.0,1.65,0.55,2.1
12M 2013,0.39,0.35,1.11,2.59,0.0,0.0,1.07,0.43,1.59
12M 2014,0.24,0.21,0.82,2.59,0.0,0.0,0.74,0.32,1.59
12M 2015,0.2,0.17,0.67,2.52,0.0,0.0,0.65,0.27,1.51
12M 2016,1.26,0.17,1.16,2.81,0.0,0.0,1.13,0.41,1.8
12M 2017,1.24,0.14,1.13,2.82,0.0,0.0,1.11,0.4,1.81
12M 2018,1.64,0.25,1.55,3.2,0.0,0.0,1.52,0.48,2.19
12M 2019,0.57,0.56,2.11,3.67,0.0,0.0,2.09,0.58,2.67
12M 2020,0.88,0.1,2.41,4.09,0.0,0.0,2.38,0.59,3.08
12M 2021,0.87,0.1,2.66,4.41,0.0,0.0,2.64,0.6,3.4
12M 2022,0.5,0.5,0.05,1.25,0.0,0.0,0.04,0.04,0.25
12M 2023,0.09,0.09,0.04,1.21,0.0,0.0,0.04,0.04,0.21
