Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,1.26 B,-24.64,-0.00,0.00,,-5.69%,-38.63%,-14.20%,-17.58
12M 2012,3.00 B,5.65,0.00,0.00,,2.01%,6.25%,6.30%,3.90
12M 2013,3.55 B,2.67,64.04,4.07,,0.97%,2.52%,4.21%,33.13
12M 2014,3.55 B,0.50,300.00,3.82,,0.18%,0.47%,4.58%,1.19
12M 2015,3.55 B,0.07,1900.00,4.13,,0.03%,0.07%,2.60%,1.02
12M 2016,3.55 B,0.44,288.64,3.79,,0.15%,0.41%,7.01%,1.05
12M 2017,3.55 B,3.78,25.13,3.33,,1.23%,3.47%,2.53%,0.77
12M 2018,3.55 B,-3.12,-32.69,2.92,10.26 B,-0.92%,-2.94%,0.95%,0.43
12M 2019,3.55 B,-2.33,-66.95,4.45,20.97 B,-0.61%,-2.24%,0.30%,0.48
12M 2020,3.55 B,-13.58,-3.68,3.04,(15.73 B),-3.62%,-14.82%,-4.29%,-2.21
12M 2021,3.55 B,,0.00,2.82,(9.49 B),0.00%,0.00%,-7.00%,-30.97
12M 2022,3.55 B,-0.04,-1250.00,84.13,(0.14 B),-0.04%,-0.05%,-0.12%,-1.04
12M 2023,3.55 B,19.68,2.54,59.52,(0.55 B),15.77%,19.09%,-1.52%,-3.73
