Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2010,,,,,,,,,,,,,,,0.16
12M 2011,12.01,879.58,2649.7,-1758.11,30.4,,0.41,,0.05,,0.03,,-0.07,,0.2
12M 2012,8.57,139.97,477.0,-328.46,42.61,48.97,2.61,8.52,0.23,0.36,0.18,0.3,-1.32,-1.32,0.35
12M 2013,10.02,57.65,461.39,-393.72,36.44,19.59,6.33,6.56,0.2,0.2,0.16,0.16,-0.87,-0.87,0.39
12M 2014,5.56,61.48,785.79,-718.75,65.61,95.24,5.94,5.89,0.18,0.17,0.14,0.14,-0.46,-0.46,0.24
12M 2015,4.56,73.26,1040.2,-962.38,80.11,59.49,4.98,5.04,0.14,0.14,0.12,0.12,-0.39,-0.39,0.2
12M 2016,5.06,2064.6,1811.45,258.21,72.12,67.86,0.18,0.18,0.17,0.16,0.12,0.11,1.54,1.54,1.26
12M 2017,6.89,3624.03,1419.56,2211.36,53.0,49.88,0.1,0.1,0.16,0.16,0.09,0.09,1.44,1.44,1.24
12M 2018,7.48,2137.02,747.43,1397.07,48.77,39.14,0.17,0.17,0.18,0.17,0.11,0.1,0.84,0.84,1.64
12M 2019,10.08,1015.26,594.22,431.12,36.22,36.16,0.36,28.01,0.13,0.11,0.1,0.09,-1.56,-1.56,0.57
12M 2020,21.39,2694.71,646.45,2069.65,17.06,31.73,0.14,0.14,0.07,0.07,0.04,0.04,-0.52,-0.52,0.88
12M 2021,23.39,5232.15,635.51,4620.03,15.61,12.48,0.07,0.07,0.14,0.14,0.05,0.05,-0.51,-0.51,0.87
12M 2022,446.65,161851.78,25701.63,136596.8,0.82,112.83,,,0.01,0.01,,0.01,-0.06,-0.06,0.5
12M 2023,4.49,,7736.75,-7732.26,81.32,77.88,,,0.02,0.02,0.01,0.01,-0.05,-0.05,0.09
